Código Municipio	Municipio 	Código Departamento	Departamento	 Actividades primarias * 	 Actividades secundarias ** 	 Actividades terciarias *** 	" Valor agregado
 "	Peso relativo municipal en el valor agregado departamental (%)
25386	La Mesa	25	Cundinamarca	225	89	617	 931 	 1,9 
25394	La Palma	25	Cundinamarca	68	13	60	 142 	 0,3 
25398	La Peña	25	Cundinamarca	6	26	32	 65 	 0,1 
25402	La Vega	25	Cundinamarca	65	74	126	 266 	 0,5 
25407	Lenguazaque	25	Cundinamarca	99	102	64	 265 	 0,5 
25426	Machetá	25	Cundinamarca	34	7	35	 76 	 0,2 
25430	Madrid	25	Cundinamarca	118	605	683	 1,406 	 2,8 
25436	Manta	25	Cundinamarca	23	5	25	 53 	 0,1 
25438	Medina	25	Cundinamarca	26	10	65	 102 	 0,2 
25473	Mosquera	25	Cundinamarca	108	1,117	1,015	 2,239 	 4,5 
25483	Nariño	25	Cundinamarca	2	2	17	 21 	 0,0 
25486	Nemocón	25	Cundinamarca	20	16	96	 131 	 0,3 
25488	Nilo	25	Cundinamarca	29	17	135	 181 	 0,4 
25489	Nimaima	25	Cundinamarca	4	4	34	 42 	 0,1 
25491	Nocaima	25	Cundinamarca	14	24	45	 84 	 0,2 
25506	Venecia	25	Cundinamarca	30	6	24	 59 	 0,1 
25513	Pacho	25	Cundinamarca	91	28	157	 276 	 0,6 
25518	Paime	25	Cundinamarca	33	6	21	 60 	 0,1 
25524	Pandi	25	Cundinamarca	60	9	31	 101 	 0,2 
25530	Paratebueno	25	Cundinamarca	149	22	54	 226 	 0,5 
25535	Pasca	25	Cundinamarca	87	16	65	 168 	 0,3 
25572	Puerto Salgar	25	Cundinamarca	38	20	149	 208 	 0,4 
25580	Pulí	25	Cundinamarca	24	7	16	 47 	 0,1 
25592	Quebradanegra	25	Cundinamarca	5	20	29	 55 	 0,1 
25594	Quetame	25	Cundinamarca	35	8	41	 85 	 0,2 
25596	Quipile	25	Cundinamarca	84	18	43	 146 	 0,3 
25599	Apulo	25	Cundinamarca	37	9	51	 97 	 0,2 
25612	Ricaurte	25	Cundinamarca	25	24	172	 220 	 0,4 
25645	San Antonio del Tequendama	25	Cundinamarca	60	16	96	 172 	 0,3 
25649	San Bernardo	25	Cundinamarca	161	23	57	 241 	 0,5 
25653	San Cayetano	25	Cundinamarca	105	15	25	 145 	 0,3 
25658	San Francisco	25	Cundinamarca	45	12	57	 115 	 0,2 
25662	San Juan de Rioseco	25	Cundinamarca	5	8	57	 70 	 0,1 
25718	Sasaima	25	Cundinamarca	117	22	71	 210 	 0,4 
25736	Sesquilé	25	Cundinamarca	83	21	106	 210 	 0,4 
25740	Sibaté	25	Cundinamarca	100	461	332	 894 	 1,8 
25743	Silvania	25	Cundinamarca	118	28	136	 281 	 0,6 
25745	Simijaca	25	Cundinamarca	34	41	95	 169 	 0,3 
25754	Soacha	25	Cundinamarca	29	1,071	3,594	 4,694 	 9,4 
25758	Sopó	25	Cundinamarca	12	660	246	 917 	 1,8 
25769	Subachoque	25	Cundinamarca	46	19	119	 184 	 0,4 
25772	Suesca	25	Cundinamarca	103	22	114	 238 	 0,5 
25777	Supatá	25	Cundinamarca	33	7	27	 67 	 0,1 
25779	Susa	25	Cundinamarca	33	11	56	 101 	 0,2 
25781	Sutatausa	25	Cundinamarca	113	5	36	 154 	 0,3 
25785	Tabio	25	Cundinamarca	13	27	188	 228 	 0,5 
25793	Tausa	25	Cundinamarca	517	67	62	 646 	 1,3 
25797	Tena	25	Cundinamarca	55	13	62	 130 	 0,3 
25799	Tenjo	25	Cundinamarca	119	549	470	 1,138 	 2,3 
25805	Tibacuy	25	Cundinamarca	26	5	25	 57 	 0,1 
25807	Tibirita	25	Cundinamarca	14	4	17	 34 	 0,1 
25815	Tocaima	25	Cundinamarca	44	20	136	 200 	 0,4 
25817	Tocancipá	25	Cundinamarca	20	3,033	928	 3,982 	 8,0 
25823	Topaipí	25	Cundinamarca	29	5	22	 57 	 0,1 
25839	Ubalá	25	Cundinamarca	68	68	652	 788 	 1,6 
25841	Ubaque	25	Cundinamarca	134	17	35	 187 	 0,4 
25843	Villa de San Diego de Ubaté	25	Cundinamarca	34	85	286	 405 	 0,8 
25845	Une	25	Cundinamarca	160	22	56	 238 	 0,5 
25851	Útica	25	Cundinamarca	2	14	29	 45 	 0,1 
25862	Vergara	25	Cundinamarca	31	35	41	 106 	 0,2 
25867	Vianí	25	Cundinamarca	33	6	25	 65 	 0,1 
25871	Villagómez	25	Cundinamarca	7	2	13	 22 	 0,0 
25873	Villapinzón	25	Cundinamarca	495	76	122	 693 	 1,4 
25875	Villeta	25	Cundinamarca	45	51	223	 319 	 0,6 
25878	Viotá	25	Cundinamarca	139	23	84	 247 	 0,5 
25885	Yacopí	25	Cundinamarca	79	17	84	 180 	 0,4 
25898	Zipacón	25	Cundinamarca	45	8	34	 87 	 0,2 
25899	Zipaquirá	25	Cundinamarca	94	229	1,108	 1,431 	 2,9 
27001	Quibdó	27	Chocó	135	89	1,110	 1,333 	 34,7 
27006	Acandí	27	Chocó	44	3	23	 71 	 1,8 
27025	Alto Baudó	27	Chocó	31	7	65	 102 	 2,7 
27050	Atrato	27	Chocó	25	2	18	 45 	 1,2 
27073	Bagadó	27	Chocó	117	2	23	 142 	 3,7 
27075	Bahía Solano	27	Chocó	8	2	22	 32 	 0,8 
27077	Bajo Baudó	27	Chocó	8	4	45	 57 	 1,5 
27099	Bojayá	27	Chocó	28	4	29	 61 	 1,6 
27135	El Cantón del San Pablo	27	Chocó	8	2	16	 26 	 0,7 
27150	Carmen del Darién	27	Chocó	150	13	18	 181 	 4,7 
27160	Cértegui	27	Chocó	11	1	17	 29 	 0,8 
27205	Condoto	27	Chocó	118	3	33	 154 	 4,0 
27245	El Carmen de Atrato	27	Chocó	12	36	30	 78 	 2,0 
27250	El Litoral del San Juan	27	Chocó	0	2	30	 33 	 0,9 
27361	Istmina	27	Chocó	252	15	185	 452 	 11,8 
27372	Juradó	27	Chocó	5	1	9	 15 	 0,4 
27413	Lloró	27	Chocó	24	2	23	 50 	 1,3 
27425	Medio Atrato	27	Chocó	24	4	43	 71 	 1,8 
27430	Medio Baudó	27	Chocó	23	4	30	 56 	 1,5 
27450	Medio San Juan	27	Chocó	12	3	30	 45 	 1,2 
27491	Nóvita	27	Chocó	32	2	18	 52 	 1,4 
27495	Nuquí	27	Chocó	14	2	17	 33 	 0,9 
27580	Río Iró	27	Chocó	5	2	18	 25 	 0,6 
27600	Río Quito	27	Chocó	21	2	20	 42 	 1,1 
27615	Riosucio	27	Chocó	200	20	62	 281 	 7,3 
27660	San José del Palmar	27	Chocó	15	2	12	 29 	 0,8 
27745	Sipí	27	Chocó	5	1	9	 15 	 0,4 
27787	Tadó	27	Chocó	73	9	121	 203 	 5,3 
27800	Unguía	27	Chocó	58	7	29	 93 	 2,4 
27810	Unión Panamericana	27	Chocó	10	2	20	 31 	 0,8 
41001	Neiva	41	Huila	464	1,067	3,827	 5,358 	 37,3 
41006	Acevedo	41	Huila	149	46	142	 337 	 2,3 
41013	Agrado	41	Huila	30	13	48	 91 	 0,6 
41016	Aipe	41	Huila	279	29	131	 439 	 3,1 
41020	Algeciras	41	Huila	98	35	119	 251 	 1,8 
41026	Altamira	41	Huila	16	7	28	 52 	 0,4 
41078	Baraya	41	Huila	32	11	41	 84 	 0,6 
41132	Campoalegre	41	Huila	138	93	196	 427 	 3,0 
41206	Colombia	41	Huila	44	14	42	 101 	 0,7 
41244	Elías	41	Huila	18	6	18	 41 	 0,3 
41298	Garzón	41	Huila	150	91	410	 651 	 4,5 
41306	Gigante	41	Huila	84	57	273	 414 	 2,9 
41319	Guadalupe	41	Huila	63	25	91	 179 	 1,2 
41349	Hobo	41	Huila	18	9	39	 67 	 0,5 
41357	Íquira	41	Huila	41	15	57	 113 	 0,8 
41359	Isnos	41	Huila	63	29	119	 212 	 1,5 
41378	La Argentina	41	Huila	33	15	64	 112 	 0,8 
41396	La Plata	41	Huila	172	75	298	 545 	 3,8 
41483	Nátaga	41	Huila	26	8	26	 61 	 0,4 
41503	Oporapa	41	Huila	37	14	54	 105 	 0,7 
41518	Paicol	41	Huila	84	10	25	 119 	 0,8 
41524	Palermo	41	Huila	220	106	198	 524 	 3,7 
41530	Palestina	41	Huila	47	18	68	 133 	 0,9 
41548	Pital	41	Huila	55	19	63	 137 	 1,0 
41551	Pitalito	41	Huila	275	215	1,044	 1,535 	 10,7 
41615	Rivera	41	Huila	116	59	140	 315 	 2,2 
41660	Saladoblanco	41	Huila	46	16	55	 118 	 0,8 
41668	San Agustín	41	Huila	77	39	164	 279 	 1,9 
41676	Santa María	41	Huila	53	18	54	 125 	 0,9 
41770	Suaza	41	Huila	87	30	98	 215 	 1,5 
41791	Tarqui	41	Huila	59	22	79	 160 	 1,1 
41797	Tesalia	41	Huila	65	13	50	 128 	 0,9 
41799	Tello	41	Huila	88	25	62	 175 	 1,2 
41801	Teruel	41	Huila	37	12	40	 89 	 0,6 
41807	Timaná	41	Huila	62	27	103	 191 	 1,3 
41872	Villavieja	41	Huila	48	11	34	 93 	 0,6 
41885	Yaguará	41	Huila	96	43	237	 376 	 2,6 
44001	Riohacha	44	La Guajira	152	307	1,655	 2,115 	 20,3 
44035	Albania	44	La Guajira	2,089	20	132	 2,241 	 21,5 
44078	Barrancas	44	La Guajira	2,011	18	111	 2,140 	 20,5 
44090	Dibulla	44	La Guajira	70	31	155	 256 	 2,5 
44098	Distracción	44	La Guajira	11	7	40	 58 	 0,6 
44110	El Molino	44	La Guajira	8	5	29	 43 	 0,4 
44279	Fonseca	44	La Guajira	22	21	131	 174 	 1,7 
44378	Hatonuevo	44	La Guajira	547	29	208	 784 	 7,5 
44420	La Jagua del Pilar	44	La Guajira	11	3	10	 23 	 0,2 
44430	Maicao	44	La Guajira	25	150	1,074	 1,249 	 12,0 
44560	Manaure	44	La Guajira	67	29	210	 306 	 2,9 
44650	San Juan del Cesar	44	La Guajira	37	23	131	 192 	 1,8 
44847	Uribia	44	La Guajira	3	80	581	 664 	 6,4 
44855	Urumita	44	La Guajira	19	8	39	 66 	 0,6 
44874	Villanueva	44	La Guajira	17	14	86	 116 	 1,1 
47001	Santa Marta	47	Magdalena	152	810	4,429	 5,392 	 45,8 
47030	Algarrobo	47	Magdalena	37	9	52	 97 	 0,8 
47053	Aracataca	47	Magdalena	66	64	151	 282 	 2,4 
47058	Ariguaní	47	Magdalena	80	26	141	 247 	 2,1 
47161	Cerro de San Antonio	47	Magdalena	12	4	32	 47 	 0,4 
47170	Chivolo	47	Magdalena	14	7	57	 78 	 0,7 
47189	Ciénaga	47	Magdalena	199	176	738	 1,113 	 9,4 
47205	Concordia	47	Magdalena	14	6	41	 60 	 0,5 
47245	El Banco	47	Magdalena	28	29	241	 298 	 2,5 
47258	El Piñón	47	Magdalena	33	10	65	 107 	 0,9 
47268	El Retén	47	Magdalena	146	23	83	 252 	 2,1 
47288	Fundación	47	Magdalena	54	71	292	 418 	 3,5 
47318	Guamal	47	Magdalena	25	13	100	 137 	 1,2 
47460	Nueva Granada	47	Magdalena	27	15	85	 127 	 1,1 
47541	Pedraza	47	Magdalena	17	29	274	 321 	 2,7 
47545	Pijiño del Carmen	47	Magdalena	34	8	49	 91 	 0,8 
47551	Pivijay	47	Magdalena	88	26	164	 279 	 2,4 
47555	Plato	47	Magdalena	37	51	311	 398 	 3,4 
47570	Puebloviejo	47	Magdalena	2	12	112	 125 	 1,1 
47605	Remolino	47	Magdalena	18	5	30	 54 	 0,5 
47660	Sabanas de San Ángel	47	Magdalena	26	9	63	 98 	 0,8 
47675	Salamina	47	Magdalena	22	5	31	 59 	 0,5 
47692	San Sebastián de Buenavista	47	Magdalena	34	11	71	 116 	 1,0 
47703	San Zenón	47	Magdalena	17	5	33	 55 	 0,5 
47707	Santa Ana	47	Magdalena	43	14	98	 156 	 1,3 
47720	Santa Bárbara de Pinto	47	Magdalena	28	8	46	 82 	 0,7 
47745	Sitionuevo	47	Magdalena	41	15	105	 161 	 1,4 
47798	Tenerife	47	Magdalena	14	7	47	 68 	 0,6 
47960	Zapayán	47	Magdalena	19	6	37	 63 	 0,5 
47980	Zona Bananera	47	Magdalena	641	92	265	 997 	 8,5 
50001	Villavicencio	50	Meta	544	1,065	5,780	 7,390 	 25,4 
50006	Acacías	50	Meta	3,305	138	710	 4,153 	 14,3 
50110	Barranca de Upía	50	Meta	116	14	32	 161 	 0,6 
50124	Cabuyaro	50	Meta	731	19	37	 788 	 2,7 
50150	Castilla la Nueva	50	Meta	2,428	19	91	 2,537 	 8,7 
50223	Cubarral	50	Meta	5	6	47	 58 	 0,2 
50226	Cumaral	50	Meta	114	92	155	 361 	 1,2 
50245	El Calvario	50	Meta	3	2	13	 18 	 0,1 
50251	El Castillo	50	Meta	37	9	49	 95 	 0,3 
50270	El Dorado	50	Meta	15	4	23	 43 	 0,1 
50287	Fuentedeoro	50	Meta	230	36	96	 361 	 1,2 
50313	Granada	50	Meta	127	99	506	 732 	 2,5 
50318	Guamal	50	Meta	681	19	87	 787 	 2,7 
50325	Mapiripán	50	Meta	54	15	84	 153 	 0,5 
50330	Mesetas	50	Meta	76	17	70	 162 	 0,6 
50350	La Macarena	50	Meta	43	23	167	 234 	 0,8 
50370	Uribe	50	Meta	13	10	81	 104 	 0,4 
50400	Lejanías	50	Meta	122	21	70	 213 	 0,7 
50450	Puerto Concordia	50	Meta	101	23	107	 231 	 0,8 
50568	Puerto Gaitán	50	Meta	7,166	100	240	 7,507 	 25,8 
50573	Puerto López	50	Meta	498	116	368	 983 	 3,4 
50577	Puerto Lleras	50	Meta	112	21	76	 208 	 0,7 
50590	Puerto Rico	50	Meta	205	35	114	 354 	 1,2 
50606	Restrepo	50	Meta	54	19	102	 175 	 0,6 
50680	San Carlos de Guaroa	50	Meta	153	175	88	 416 	 1,4 
50683	San Juan de Arama	50	Meta	108	18	58	 185 	 0,6 
50686	San Juanito	50	Meta	4	2	14	 19 	 0,1 
50689	San Martín	50	Meta	146	80	188	 414 	 1,4 
50711	Vistahermosa	50	Meta	31	20	152	 203 	 0,7 
52001	Pasto	52	Nariño	148	843	4,289	 5,280 	 39,6 
52019	Albán	52	Nariño	82	15	48	 145 	 1,1 
52022	Aldana	52	Nariño	18	5	22	 45 	 0,3 
52036	Ancuyá	52	Nariño	13	4	22	 40 	 0,3 
52051	Arboleda	52	Nariño	31	6	21	 58 	 0,4 
52079	Barbacoas	52	Nariño	93	18	140	 251 	 1,9 
52083	Belén	52	Nariño	3	5	36	 44 	 0,3 
52110	Buesaco	52	Nariño	71	18	85	 174 	 1,3 
52203	Colón	52	Nariño	42	8	26	 76 	 0,6 
52207	Consacá	52	Nariño	37	8	27	 72 	 0,5 
52210	Contadero	52	Nariño	25	6	23	 53 	 0,4 
52215	Córdoba	52	Nariño	33	10	51	 94 	 0,7 
52224	Cuaspud	52	Nariño	23	6	24	 53 	 0,4 
52227	Cumbal	52	Nariño	33	15	94	 141 	 1,1 
52233	Cumbitara	52	Nariño	7	5	40	 52 	 0,4 
52240	Chachagüí	52	Nariño	26	12	72	 110 	 0,8 
52250	El Charco	52	Nariño	50	14	80	 144 	 1,1 
52254	El Peñol	52	Nariño	36	6	18	 60 	 0,5 
52256	El Rosario	52	Nariño	27	6	24	 57 	 0,4 
52258	El Tablón de Gómez	52	Nariño	4	5	36	 45 	 0,3 
52260	El Tambo	52	Nariño	31	9	48	 89 	 0,7 
52287	Funes	52	Nariño	17	4	20	 41 	 0,3 
52317	Guachucal	52	Nariño	37	41	59	 137 	 1,0 
52320	Guaitarilla	52	Nariño	31	9	46	 85 	 0,6 
52323	Gualmatán	52	Nariño	48	8	23	 79 	 0,6 
52352	Iles	52	Nariño	43	8	24	 75 	 0,6 
52354	Imués	52	Nariño	16	5	28	 49 	 0,4 
52356	Ipiales	52	Nariño	106	128	1,002	 1,236 	 9,3 
52378	La Cruz	52	Nariño	15	8	55	 79 	 0,6 
52381	La Florida	52	Nariño	44	9	29	 81 	 0,6 
52385	La Llanada	52	Nariño	9	2	18	 29 	 0,2 
52390	La Tola	52	Nariño	6	4	26	 36 	 0,3 
52399	La Unión	52	Nariño	78	23	121	 223 	 1,7 
52405	Leiva	52	Nariño	19	7	37	 63 	 0,5 
52411	Linares	52	Nariño	26	6	29	 61 	 0,5 
52418	Los Andes	52	Nariño	22	8	44	 74 	 0,6 
52427	Magüí	52	Nariño	43	5	44	 93 	 0,7 
52435	Mallama	52	Nariño	12	4	25	 40 	 0,3 
52473	Mosquera	52	Nariño	1	4	34	 39 	 0,3 
52480	Nariño	52	Nariño	11	4	23	 38 	 0,3 
52490	Olaya Herrera	52	Nariño	15	10	68	 93 	 0,7 
52506	Ospina	52	Nariño	30	6	23	 59 	 0,4 
52520	Francisco Pizarro	52	Nariño	22	6	32	 60 	 0,5 
52540	Policarpa	52	Nariño	11	7	51	 70 	 0,5 
52560	Potosí	52	Nariño	37	9	38	 83 	 0,6 
52565	Providencia	52	Nariño	6	4	28	 38 	 0,3 
52573	Puerres	52	Nariño	18	6	33	 56 	 0,4 
52585	Pupiales	52	Nariño	93	38	68	 199 	 1,5 
52612	Ricaurte	52	Nariño	9	7	53	 69 	 0,5 
52621	Roberto Payán	52	Nariño	17	6	47	 70 	 0,5 
52678	Samaniego	52	Nariño	53	20	120	 194 	 1,5 
52683	Sandoná	52	Nariño	37	14	83	 134 	 1,0 
52685	San Bernardo	52	Nariño	14	7	46	 67 	 0,5 
52687	San Lorenzo	52	Nariño	79	15	53	 147 	 1,1 
52693	San Pablo	52	Nariño	21	9	57	 87 	 0,7 
52694	San Pedro de Cartago	52	Nariño	24	5	19	 49 	 0,4 
52696	Santa Bárbara	52	Nariño	50	5	34	 88 	 0,7 
52699	Santacruz	52	Nariño	9	7	55	 72 	 0,5 
52720	Sapuyes	52	Nariño	29	13	19	 61 	 0,5 
52786	Taminango	52	Nariño	33	12	67	 111 	 0,8 
52788	Tangua	52	Nariño	45	11	30	 86 	 0,6 
52835	San Andrés de Tumaco	52	Nariño	65	146	1,101	 1,312 	 9,8 
52838	Túquerres	52	Nariño	157	42	186	 384 	 2,9 
52885	Yacuanquer	52	Nariño	42	9	32	 83 	 0,6 
54001	Cúcuta	54	Norte De Santander	269	1,527	6,024	 7,820 	 57,5 
54003	Ábrego	54	Norte De Santander	58	25	128	 212 	 1,6 
54051	Arboledas	54	Norte De Santander	20	6	30	 57 	 0,4 
54099	Bochalema	54	Norte De Santander	58	6	31	 95 	 0,7 
54109	Bucarasica	54	Norte De Santander	19	5	19	 44 	 0,3 
54125	Cácota	54	Norte De Santander	8	2	10	 20 	 0,1 
54128	Cáchira	54	Norte De Santander	25	8	37	 71 	 0,5 
54172	Chinácota	54	Norte De Santander	29	18	103	 150 	 1,1 
54174	Chitagá	54	Norte De Santander	17	8	42	 66 	 0,5 
54206	Convención	54	Norte De Santander	33	13	58	 104 	 0,8 
54223	Cucutilla	54	Norte De Santander	25	7	26	 59 	 0,4 
54239	Durania	54	Norte De Santander	27	4	16	 48 	 0,3 
54245	El Carmen	54	Norte De Santander	54	14	51	 120 	 0,9 
54250	El Tarra	54	Norte De Santander	16	9	48	 72 	 0,5 
54261	El Zulia	54	Norte De Santander	127	138	129	 394 	 2,9 
54313	Gramalote	54	Norte De Santander	12	4	19	 35 	 0,3 
54344	Hacarí	54	Norte De Santander	24	8	34	 66 	 0,5 
54347	Herrán	54	Norte De Santander	4	2	15	 21 	 0,2 
54377	Labateca	54	Norte De Santander	18	5	22	 45 	 0,3 
54385	La Esperanza	54	Norte De Santander	66	15	47	 129 	 0,9 
54398	La Playa	54	Norte De Santander	34	8	29	 71 	 0,5 
54405	Los Patios	54	Norte De Santander	24	127	345	 496 	 3,6 
54418	Lourdes	54	Norte De Santander	26	6	15	 47 	 0,3 
54480	Mutiscua	54	Norte De Santander	17	5	20	 41 	 0,3 
54498	Ocaña	54	Norte De Santander	113	92	521	 726 	 5,3 
54518	Pamplona	54	Norte De Santander	16	41	280	 337 	 2,5 
54520	Pamplonita	54	Norte De Santander	17	5	23	 45 	 0,3 
54553	Puerto Santander	54	Norte De Santander	11	9	54	 74 	 0,5 
54599	Ragonvalia	54	Norte De Santander	13	5	27	 45 	 0,3 
54660	Salazar	54	Norte De Santander	36	7	36	 79 	 0,6 
54670	San Calixto	54	Norte De Santander	37	10	41	 88 	 0,6 
54673	San Cayetano	54	Norte De Santander	32	18	115	 165 	 1,2 
54680	Santiago	54	Norte De Santander	8	3	13	 24 	 0,2 
54720	Sardinata	54	Norte De Santander	188	22	92	 302 	 2,2 
54743	Silos	54	Norte De Santander	30	7	23	 60 	 0,4 
54800	Teorama	54	Norte De Santander	35	13	65	 114 	 0,8 
54810	Tibú	54	Norte De Santander	292	50	177	 520 	 3,8 
54820	Toledo	54	Norte De Santander	41	13	62	 117 	 0,9 
54871	Villa Caro	54	Norte De Santander	11	4	19	 34 	 0,2 
54874	Villa del Rosario	54	Norte De Santander	17	105	466	 589 	 4,3 
63001	Armenia	63	Quindío	137	766	2,975	 3,877 	 53,9 
63111	Buenavista	63	Quindío	42	8	16	 67 	 0,9 
63130	Calarcá	63	Quindío	113	90	439	 641 	 8,9 
63190	Circasia	63	Quindío	79	37	190	 307 	 4,3 
63212	Córdoba	63	Quindío	33	8	25	 65 	 0,9 
63272	Filandia	63	Quindío	88	24	89	 202 	 2,8 
63302	Génova	63	Quindío	50	13	46	 109 	 1,5 
63401	La Tebaida	63	Quindío	179	89	267	 535 	 7,4 
63470	Montenegro	63	Quindío	263	75	285	 622 	 8,7 
63548	Pijao	63	Quindío	80	16	39	 135 	 1,9 
63594	Quimbaya	63	Quindío	142	60	296	 498 	 6,9 
63690	Salento	63	Quindío	52	13	67	 132 	 1,8 
66001	Pereira	66	Risaralda	292	1,936	5,764	 7,992 	 58,7 
66045	Apía	66	Risaralda	63	17	107	 187 	 1,4 
66075	Balboa	66	Risaralda	58	164	49	 271 	 2,0 
66088	Belén de Umbría	66	Risaralda	116	31	188	 335 	 2,5 
66170	Dosquebradas	66	Risaralda	29	630	1,841	 2,500 	 18,4 
66318	Guática	66	Risaralda	64	14	78	 157 	 1,2 
66383	La Celia	66	Risaralda	37	10	55	 102 	 0,8 
66400	La Virginia	66	Risaralda	7	26	250	 283 	 2,1 
66440	Marsella	66	Risaralda	90	23	140	 253 	 1,9 
66456	Mistrató	66	Risaralda	38	13	92	 143 	 1,0 
66572	Pueblo Rico	66	Risaralda	12	15	81	 108 	 0,8 
66594	Quinchía	66	Risaralda	63	22	180	 266 	 2,0 
66682	Santa Rosa de Cabal	66	Risaralda	111	143	549	 803 	 5,9 
66687	Santuario	66	Risaralda	62	19	127	 208 	 1,5 
68001	Bucaramanga	68	Santander	31	3,226	10,265	 13,522 	 27,4 
68013	Aguada	68	Santander	3	2	11	 15 	 0,0 
68020	Albania	68	Santander	21	7	30	 58 	 0,1 
68051	Aratoca	68	Santander	49	37	135	 221 	 0,4 
68077	Barbosa	68	Santander	37	61	364	 463 	 0,9 
68079	Barichara	68	Santander	16	17	85	 118 	 0,2 
68081	Barrancabermeja	68	Santander	1,649	8,335	2,682	 12,666 	 25,7 
68092	Betulia	68	Santander	29	77	46	 152 	 0,3 
68101	Bolívar	68	Santander	52	19	81	 152 	 0,3 
68121	Cabrera	68	Santander	4	3	15	 22 	 0,0 
68132	California	68	Santander	1	2	15	 19 	 0,0 
68147	Capitanejo	68	Santander	10	8	43	 61 	 0,1 
68152	Carcasí	68	Santander	13	6	28	 46 	 0,1 
68160	Cepitá	68	Santander	4	2	11	 17 	 0,0 
68162	Cerrito	68	Santander	16	8	38	 61 	 0,1 
68167	Charalá	68	Santander	24	18	92	 133 	 0,3 
68169	Charta	68	Santander	10	4	16	 31 	 0,1 
68176	Chima	68	Santander	21	6	18	 45 	 0,1 
68179	Chipatá	68	Santander	6	5	31	 43 	 0,1 
68190	Cimitarra	68	Santander	103	208	414	 725 	 1,5 
68207	Concepción	68	Santander	17	8	34	 59 	 0,1 
68209	Confines	68	Santander	20	5	17	 42 	 0,1 
68211	Contratación	68	Santander	4	5	26	 35 	 0,1 
68217	Coromoro	68	Santander	20	9	40	 69 	 0,1 
68229	Curití	68	Santander	42	21	85	 148 	 0,3 
68235	El Carmen de Chucurí	68	Santander	76	26	116	 218 	 0,4 
68245	El Guacamayo	68	Santander	7	3	14	 24 	 0,0 
68250	El Peñón	68	Santander	5	5	28	 38 	 0,1 
68255	El Playón	68	Santander	35	19	90	 144 	 0,3 
68264	Encino	68	Santander	7	3	15	 25 	 0,1 
68266	Enciso	68	Santander	5	4	22	 31 	 0,1 
68271	Florián	68	Santander	27	9	37	 74 	 0,1 
68276	Floridablanca	68	Santander	57	981	2,949	 3,987 	 8,1 
68296	Galán	68	Santander	12	4	18	 34 	 0,1 
68298	Gámbita	68	Santander	7	6	32	 45 	 0,1 
68307	Girón	68	Santander	637	1,069	2,164	 3,870 	 7,8 
68318	Guaca	68	Santander	16	9	45	 69 	 0,1 
68320	Guadalupe	68	Santander	20	8	31	 59 	 0,1 
68322	Guapotá	68	Santander	13	4	15	 31 	 0,1 
68324	Guavatá	68	Santander	12	7	26	 45 	 0,1 
68327	Güepsa	68	Santander	0	5	30	 35 	 0,1 
68344	Hato	68	Santander	10	4	16	 30 	 0,1 
68368	Jesús María	68	Santander	8	5	23	 36 	 0,1 
68370	Jordán	68	Santander	2	2	7	 11 	 0,0 
68377	La Belleza	68	Santander	8	9	56	 73 	 0,1 
68385	Landázuri	68	Santander	55	21	98	 174 	 0,4 
68397	La Paz	68	Santander	7	6	34	 48 	 0,1 
68406	Lebrija	68	Santander	1,142	295	359	 1,797 	 3,6 
68418	Los Santos	68	Santander	169	40	102	 310 	 0,6 
68425	Macaravita	68	Santander	7	3	14	 24 	 0,0 
68432	Málaga	68	Santander	3	27	172	 202 	 0,4 
68444	Matanza	68	Santander	28	10	33	 71 	 0,1 
68464	Mogotes	68	Santander	19	14	77	 110 	 0,2 
68468	Molagavita	68	Santander	11	6	30	 48 	 0,1 
68498	Ocamonte	68	Santander	19	7	30	 56 	 0,1 
68500	Oiba	68	Santander	26	16	81	 123 	 0,2 
68502	Onzaga	68	Santander	6	6	33	 45 	 0,1 
68522	Palmar	68	Santander	3	3	17	 23 	 0,0 
68524	Palmas del Socorro	68	Santander	29	7	16	 52 	 0,1 
68533	Páramo	68	Santander	54	12	27	 93 	 0,2 
68547	Piedecuesta	68	Santander	334	519	1,659	 2,512 	 5,1 
68549	Pinchote	68	Santander	36	11	41	 89 	 0,2 
68572	Puente Nacional	68	Santander	57	22	91	 170 	 0,3 
68573	Puerto Parra	68	Santander	25	14	68	 107 	 0,2 
68575	Puerto Wilches	68	Santander	364	212	279	 856 	 1,7 
68615	Rionegro	68	Santander	523	93	205	 820 	 1,7 
68655	Sabana de Torres	68	Santander	418	58	194	 670 	 1,4 
68669	San Andrés	68	Santander	15	11	57	 83 	 0,2 
68673	San Benito	68	Santander	16	5	21	 42 	 0,1 
68679	San Gil	68	Santander	56	105	569	 730 	 1,5 
68682	San Joaquín	68	Santander	4	3	17	 24 	 0,0 
68684	San José de Miranda	68	Santander	4	4	24	 32 	 0,1 
68686	San Miguel	68	Santander	8	3	15	 26 	 0,1 
68689	San Vicente de Chucurí	68	Santander	289	65	248	 601 	 1,2 
68705	Santa Bárbara	68	Santander	9	5	27	 41 	 0,1 
68720	Santa Helena del Opón	68	Santander	10	6	28	 43 	 0,1 
68745	Simacota	68	Santander	32	11	53	 96 	 0,2 
68755	Socorro	68	Santander	68	57	304	 429 	 0,9 
68770	Suaita	68	Santander	60	22	90	 172 	 0,3 
68773	Sucre	68	Santander	16	10	48	 74 	 0,1 
