Código Municipio	Municipio 	Código Departamento	Departamento	2016	2017	2018p
52210	Contadero	52	Nariño	 59 	 53 	 50 
52215	Córdoba	52	Nariño	 87 	 94 	 124 
52224	Cuaspud	52	Nariño	 61 	 53 	 52 
52227	Cumbal	52	Nariño	 137 	 141 	 148 
52233	Cumbitara	52	Nariño	 48 	 52 	 57 
52240	Chachagüí	52	Nariño	 142 	 110 	 132 
52250	El Charco	52	Nariño	 168 	 144 	 149 
52254	El Peñol	52	Nariño	 45 	 60 	 81 
52256	El Rosario	52	Nariño	 43 	 57 	 64 
52258	El Tablón de Gómez	52	Nariño	 70 	 45 	 47 
52260	El Tambo	52	Nariño	 83 	 89 	 99 
52287	Funes	52	Nariño	 32 	 41 	 47 
52317	Guachucal	52	Nariño	 137 	 137 	 138 
52320	Guaitarilla	52	Nariño	 76 	 85 	 99 
52323	Gualmatán	52	Nariño	 65 	 79 	 89 
52352	Iles	52	Nariño	 73 	 75 	 77 
52354	Imués	52	Nariño	 43 	 49 	 48 
52356	Ipiales	52	Nariño	 1,127 	 1,236 	 1,330 
52378	La Cruz	52	Nariño	 67 	 79 	 75 
52381	La Florida	52	Nariño	 64 	 81 	 77 
52385	La Llanada	52	Nariño	 25 	 29 	 25 
52390	La Tola	52	Nariño	 35 	 36 	 34 
52399	La Unión	52	Nariño	 194 	 223 	 228 
52405	Leiva	52	Nariño	 54 	 63 	 65 
52411	Linares	52	Nariño	 56 	 61 	 68 
52418	Los Andes	52	Nariño	 73 	 74 	 79 
52427	Magüí	52	Nariño	 165 	 93 	 64 
52435	Mallama	52	Nariño	 36 	 40 	 37 
52473	Mosquera	52	Nariño	 37 	 39 	 41 
52480	Nariño	52	Nariño	 33 	 38 	 40 
52490	Olaya Herrera	52	Nariño	 85 	 93 	 90 
52506	Ospina	52	Nariño	 84 	 59 	 61 
52520	Francisco Pizarro	52	Nariño	 51 	 60 	 55 
52540	Policarpa	52	Nariño	 64 	 70 	 75 
52560	Potosí	52	Nariño	 81 	 83 	 89 
52565	Providencia	52	Nariño	 35 	 38 	 34 
52573	Puerres	52	Nariño	 48 	 56 	 60 
52585	Pupiales	52	Nariño	 194 	 199 	 194 
52612	Ricaurte	52	Nariño	 61 	 69 	 78 
52621	Roberto Payán	52	Nariño	 107 	 70 	 64 
52678	Samaniego	52	Nariño	 176 	 194 	 215 
52683	Sandoná	52	Nariño	 120 	 134 	 131 
52685	San Bernardo	52	Nariño	 73 	 67 	 79 
52687	San Lorenzo	52	Nariño	 110 	 147 	 145 
52693	San Pablo	52	Nariño	 81 	 87 	 92 
52694	San Pedro de Cartago	52	Nariño	 41 	 49 	 64 
52696	Santa Bárbara	52	Nariño	 231 	 88 	 49 
52699	Santacruz	52	Nariño	 65 	 72 	 73 
52720	Sapuyes	52	Nariño	 83 	 61 	 66 
52786	Taminango	52	Nariño	 106 	 111 	 140 
52788	Tangua	52	Nariño	 68 	 86 	 70 
52835	San Andrés de Tumaco	52	Nariño	 1,578 	 1,312 	 1,427 
52838	Túquerres	52	Nariño	 382 	 384 	 364 
52885	Yacuanquer	52	Nariño	 84 	 83 	 86 
54001	Cúcuta	54	Norte De Santander	 7,474 	 7,820 	 8,355 
54003	Ábrego	54	Norte De Santander	 197 	 212 	 232 
54051	Arboledas	54	Norte De Santander	 62 	 57 	 59 
54099	Bochalema	54	Norte De Santander	 84 	 95 	 107 
54109	Bucarasica	54	Norte De Santander	 40 	 44 	 40 
54125	Cácota	54	Norte De Santander	 22 	 20 	 21 
54128	Cáchira	54	Norte De Santander	 63 	 71 	 74 
54172	Chinácota	54	Norte De Santander	 175 	 150 	 173 
54174	Chitagá	54	Norte De Santander	 71 	 66 	 65 
54206	Convención	54	Norte De Santander	 100 	 104 	 120 
54223	Cucutilla	54	Norte De Santander	 60 	 59 	 57 
54239	Durania	54	Norte De Santander	 39 	 48 	 42 
54245	El Carmen	54	Norte De Santander	 108 	 120 	 114 
54250	El Tarra	54	Norte De Santander	 72 	 72 	 90 
54261	El Zulia	54	Norte De Santander	 382 	 394 	 405 
54313	Gramalote	54	Norte De Santander	 34 	 35 	 36 
54344	Hacarí	54	Norte De Santander	 68 	 66 	 70 
54347	Herrán	54	Norte De Santander	 19 	 21 	 23 
54377	Labateca	54	Norte De Santander	 41 	 45 	 43 
54385	La Esperanza	54	Norte De Santander	 110 	 129 	 114 
54398	La Playa	54	Norte De Santander	 86 	 71 	 93 
54405	Los Patios	54	Norte De Santander	 546 	 496 	 524 
54418	Lourdes	54	Norte De Santander	 35 	 47 	 41 
54480	Mutiscua	54	Norte De Santander	 42 	 41 	 47 
54498	Ocaña	54	Norte De Santander	 767 	 726 	 801 
54518	Pamplona	54	Norte De Santander	 315 	 337 	 361 
54520	Pamplonita	54	Norte De Santander	 38 	 45 	 47 
54553	Puerto Santander	54	Norte De Santander	 70 	 74 	 84 
54599	Ragonvalia	54	Norte De Santander	 38 	 45 	 46 
54660	Salazar	54	Norte De Santander	 76 	 79 	 81 
54670	San Calixto	54	Norte De Santander	 85 	 88 	 97 
54673	San Cayetano	54	Norte De Santander	 169 	 165 	 188 
54680	Santiago	54	Norte De Santander	 22 	 24 	 27 
54720	Sardinata	54	Norte De Santander	 250 	 302 	 331 
54743	Silos	54	Norte De Santander	 64 	 60 	 66 
54800	Teorama	54	Norte De Santander	 129 	 114 	 116 
54810	Tibú	54	Norte De Santander	 461 	 520 	 503 
54820	Toledo	54	Norte De Santander	 107 	 117 	 115 
54871	Villa Caro	54	Norte De Santander	 36 	 34 	 35 
54874	Villa del Rosario	54	Norte De Santander	 499 	 589 	 601 
63001	Armenia	63	Quindío	 3,644 	 3,877 	 4,032 
63111	Buenavista	63	Quindío	 68 	 67 	 58 
63130	Calarcá	63	Quindío	 634 	 641 	 664 
63190	Circasia	63	Quindío	 298 	 307 	 321 
63212	Córdoba	63	Quindío	 63 	 65 	 60 
63272	Filandia	63	Quindío	 210 	 202 	 231 
63302	Génova	63	Quindío	 107 	 109 	 103 
63401	La Tebaida	63	Quindío	 489 	 535 	 572 
63470	Montenegro	63	Quindío	 517 	 622 	 609 
63548	Pijao	63	Quindío	 105 	 135 	 137 
63594	Quimbaya	63	Quindío	 501 	 498 	 518 
63690	Salento	63	Quindío	 117 	 132 	 147 
66001	Pereira	66	Risaralda	 7,517 	 7,992 	 8,560 
66045	Apía	66	Risaralda	 186 	 187 	 201 
66075	Balboa	66	Risaralda	 283 	 271 	 244 
66088	Belén de Umbría	66	Risaralda	 328 	 335 	 333 
66170	Dosquebradas	66	Risaralda	 2,279 	 2,500 	 2,626 
66318	Guática	66	Risaralda	 138 	 157 	 155 
66383	La Celia	66	Risaralda	 100 	 102 	 102 
66400	La Virginia	66	Risaralda	 269 	 283 	 295 
66440	Marsella	66	Risaralda	 230 	 253 	 267 
66456	Mistrató	66	Risaralda	 122 	 143 	 136 
66572	Pueblo Rico	66	Risaralda	 107 	 108 	 117 
66594	Quinchía	66	Risaralda	 251 	 266 	 298 
66682	Santa Rosa de Cabal	66	Risaralda	 767 	 803 	 803 
66687	Santuario	66	Risaralda	 196 	 208 	 213 
68001	Bucaramanga	68	Santander	 12,575 	 13,522 	 14,096 
68013	Aguada	68	Santander	 16 	 15 	 15 
68020	Albania	68	Santander	 61 	 58 	 58 
68051	Aratoca	68	Santander	 196 	 221 	 223 
68077	Barbosa	68	Santander	 432 	 463 	 444 
68079	Barichara	68	Santander	 110 	 118 	 116 
68081	Barrancabermeja	68	Santander	 11,140 	 12,666 	 14,693 
68092	Betulia	68	Santander	 166 	 152 	 201 
68101	Bolívar	68	Santander	 138 	 152 	 156 
68121	Cabrera	68	Santander	 22 	 22 	 22 
68132	California	68	Santander	 17 	 19 	 19 
68147	Capitanejo	68	Santander	 58 	 61 	 71 
68152	Carcasí	68	Santander	 49 	 46 	 48 
68160	Cepitá	68	Santander	 15 	 17 	 17 
68162	Cerrito	68	Santander	 73 	 61 	 64 
68167	Charalá	68	Santander	 123 	 133 	 136 
68169	Charta	68	Santander	 30 	 31 	 31 
68176	Chima	68	Santander	 52 	 45 	 55 
68179	Chipatá	68	Santander	 54 	 43 	 48 
68190	Cimitarra	68	Santander	 660 	 725 	 783 
68207	Concepción	68	Santander	 73 	 59 	 50 
68209	Confines	68	Santander	 43 	 42 	 40 
68211	Contratación	68	Santander	 34 	 35 	 40 
68217	Coromoro	68	Santander	 65 	 69 	 69 
68229	Curití	68	Santander	 164 	 148 	 151 
68235	El Carmen de Chucurí	68	Santander	 242 	 218 	 174 
68245	El Guacamayo	68	Santander	 23 	 24 	 22 
68250	El Peñón	68	Santander	 39 	 38 	 42 
68255	El Playón	68	Santander	 164 	 144 	 149 
68264	Encino	68	Santander	 25 	 25 	 27 
68266	Enciso	68	Santander	 33 	 31 	 31 
68271	Florián	68	Santander	 71 	 74 	 75 
68276	Floridablanca	68	Santander	 3,826 	 3,987 	 4,161 
68296	Galán	68	Santander	 34 	 34 	 35 
68298	Gámbita	68	Santander	 40 	 45 	 43 
68307	Girón	68	Santander	 3,338 	 3,870 	 4,064 
68318	Guaca	68	Santander	 75 	 69 	 72 
68320	Guadalupe	68	Santander	 61 	 59 	 62 
68322	Guapotá	68	Santander	 33 	 31 	 32 
68324	Guavatá	68	Santander	 66 	 45 	 52 
68327	Güepsa	68	Santander	 40 	 35 	 39 
68344	Hato	68	Santander	 28 	 30 	 28 
68368	Jesús María	68	Santander	 35 	 36 	 41 
68370	Jordán	68	Santander	 11 	 11 	 11 
68377	La Belleza	68	Santander	 74 	 73 	 78 
68385	Landázuri	68	Santander	 159 	 174 	 187 
68397	La Paz	68	Santander	 55 	 48 	 50 
68406	Lebrija	68	Santander	 1,519 	 1,797 	 2,024 
68418	Los Santos	68	Santander	 284 	 310 	 340 
68425	Macaravita	68	Santander	 20 	 24 	 18 
68432	Málaga	68	Santander	 188 	 202 	 209 
68444	Matanza	68	Santander	 58 	 71 	 64 
68464	Mogotes	68	Santander	 95 	 110 	 101 
68468	Molagavita	68	Santander	 46 	 48 	 52 
68498	Ocamonte	68	Santander	 54 	 56 	 58 
68500	Oiba	68	Santander	 121 	 123 	 131 
68502	Onzaga	68	Santander	 43 	 45 	 46 
68522	Palmar	68	Santander	 22 	 23 	 23 
68524	Palmas del Socorro	68	Santander	 59 	 52 	 55 
68533	Páramo	68	Santander	 141 	 93 	 100 
68547	Piedecuesta	68	Santander	 2,367 	 2,512 	 2,686 
68549	Pinchote	68	Santander	 84 	 89 	 88 
68572	Puente Nacional	68	Santander	 133 	 170 	 138 
68573	Puerto Parra	68	Santander	 105 	 107 	 108 
68575	Puerto Wilches	68	Santander	 772 	 856 	 843 
68615	Rionegro	68	Santander	 731 	 820 	 857 
68655	Sabana de Torres	68	Santander	 616 	 670 	 667 
68669	San Andrés	68	Santander	 90 	 83 	 88 
68673	San Benito	68	Santander	 39 	 42 	 46 
68679	San Gil	68	Santander	 720 	 730 	 760 
68682	San Joaquín	68	Santander	 22 	 24 	 25 
68684	San José de Miranda	68	Santander	 34 	 32 	 45 
68686	San Miguel	68	Santander	 24 	 26 	 30 
68689	San Vicente de Chucurí	68	Santander	 621 	 601 	 544 
68705	Santa Bárbara	68	Santander	 45 	 41 	 40 
68720	Santa Helena del Opón	68	Santander	 54 	 43 	 44 
68745	Simacota	68	Santander	 102 	 96 	 113 
68755	Socorro	68	Santander	 417 	 429 	 484 
68770	Suaita	68	Santander	 147 	 172 	 145 
68773	Sucre	68	Santander	 77 	 74 	 71 
68780	Suratá	68	Santander	 31 	 32 	 33 
68820	Tona	68	Santander	 158 	 141 	 240 
68855	Valle de San José	68	Santander	 108 	 98 	 85 
68861	Vélez	68	Santander	 214 	 236 	 249 
68867	Vetas	68	Santander	 25 	 26 	 26 
68872	Villanueva	68	Santander	 75 	 74 	 92 
68895	Zapatoca	68	Santander	 134 	 132 	 141 
70001	Sincelejo	70	Sucre	 2,882 	 3,150 	 3,379 
70110	Buenavista	70	Sucre	 76 	 78 	 87 
70124	Caimito	70	Sucre	 77 	 75 	 79 
70204	Colosó	70	Sucre	 37 	 34 	 33 
70215	Corozal	70	Sucre	 339 	 417 	 445 
70221	Coveñas	70	Sucre	 164 	 180 	 189 
70230	Chalán	70	Sucre	 24 	 26 	 28 
70233	El Roble	70	Sucre	 46 	 50 	 52 
70235	Galeras	70	Sucre	 120 	 125 	 133 
70265	Guaranda	70	Sucre	 132 	 125 	 110 
70400	La Unión	70	Sucre	 70 	 68 	 72 
70418	Los Palmitos	70	Sucre	 103 	 124 	 131 
70429	Majagual	70	Sucre	 227 	 213 	 187 
70473	Morroa	70	Sucre	 81 	 84 	 97 
70508	Ovejas	70	Sucre	 125 	 161 	 177 
70523	Palmito	70	Sucre	 71 	 80 	 95 
70670	Sampués	70	Sucre	 181 	 202 	 236 
70678	San Benito Abad	70	Sucre	 147 	 153 	 142 
70702	San Juan de Betulia	70	Sucre	 78 	 96 	 103 
70708	San Marcos	70	Sucre	 369 	 364 	 372 
70713	San Onofre	70	Sucre	 241 	 265 	 283 
70717	San Pedro	70	Sucre	 118 	 119 	 127 
70742	San Luis de Sincé	70	Sucre	 176 	 183 	 192 
70771	Sucre	70	Sucre	 132 	 129 	 129 
70820	Santiago de Tolú	70	Sucre	 235 	 249 	 267 
70823	Tolú Viejo	70	Sucre	 558 	 512 	 525 
73001	Ibagué	73	Tolima	 7,311 	 7,884 	 8,263 
73024	Alpujarra	73	Tolima	 68 	 87 	 93 
73026	Alvarado	73	Tolima	 140 	 126 	 119 
73030	Ambalema	73	Tolima	 99 	 76 	 130 
73043	Anzoátegui	73	Tolima	 122 	 137 	 148 
73055	Armero	73	Tolima	 137 	 89 	 84 
73067	Ataco	73	Tolima	 213 	 249 	 238 
73124	Cajamarca	73	Tolima	 194 	 168 	 186 
73148	Carmen de Apicalá	73	Tolima	 97 	 97 	 104 
73152	Casabianca	73	Tolima	 74 	 94 	 92 
73168	Chaparral	73	Tolima	 444 	 476 	 474 
73200	Coello	73	Tolima	 274 	 256 	 325 
73217	Coyaima	73	Tolima	 147 	 205 	 196 
73226	Cunday	73	Tolima	 127 	 95 	 78 
73236	Dolores	73	Tolima	 84 	 75 	 76 
73268	Espinal	73	Tolima	 1,818 	 1,818 	 1,786 
73270	Falan	73	Tolima	 103 	 90 	 104 
73275	Flandes	73	Tolima	 264 	 275 	 290 
73283	Fresno	73	Tolima	 357 	 432 	 422 
73319	Guamo	73	Tolima	 327 	 404 	 462 
73347	Herveo	73	Tolima	 84 	 87 	 86 
73349	Honda	73	Tolima	 196 	 220 	 224 
73352	Icononzo	73	Tolima	 94 	 97 	 108 
73408	Lérida	73	Tolima	 237 	 246 	 235 
73411	Líbano	73	Tolima	 397 	 369 	 428 
73443	San Sebastián de Mariquita	73	Tolima	 432 	 393 	 448 
73449	Melgar	73	Tolima	 674 	 769 	 868 
73461	Murillo	73	Tolima	 45 	 52 	 49 
73483	Natagaima	73	Tolima	 136 	 131 	 140 
73504	Ortega	73	Tolima	 240 	 341 	 312 
73520	Palocabildo	73	Tolima	 83 	 85 	 92 
73547	Piedras	73	Tolima	 172 	 186 	 196 
73555	Planadas	73	Tolima	 308 	 282 	 323 
73563	Prado	73	Tolima	 121 	 126 	 130 
73585	Purificación	73	Tolima	 426 	 469 	 459 
73616	Rioblanco	73	Tolima	 182 	 207 	 200 
73622	Roncesvalles	73	Tolima	 76 	 86 	 89 
73624	Rovira	73	Tolima	 199 	 189 	 217 
73671	Saldaña	73	Tolima	 262 	 198 	 185 
73675	San Antonio	73	Tolima	 115 	 114 	 133 
73678	San Luis	73	Tolima	 131 	 136 	 132 
73686	Santa Isabel	73	Tolima	 79 	 92 	 91 
73770	Suárez	73	Tolima	 36 	 41 	 48 
73854	Valle de San Juan	73	Tolima	 69 	 70 	 70 
73861	Venadillo	73	Tolima	 250 	 272 	 269 
73870	Villahermosa	73	Tolima	 96 	 98 	 108 
73873	Villarrica	73	Tolima	 51 	 58 	 53 
76001	Cali	76	Valle Del Cauca	 35,926 	 38,503 	 40,979 
76020	Alcalá	76	Valle Del Cauca	 202 	 227 	 228 
76036	Andalucía	76	Valle Del Cauca	 243 	 274 	 286 
76041	Ansermanuevo	76	Valle Del Cauca	 247 	 256 	 277 
76054	Argelia	76	Valle Del Cauca	 73 	 70 	 78 
76100	Bolívar	76	Valle Del Cauca	 166 	 164 	 186 
76109	Buenaventura	76	Valle Del Cauca	 4,080 	 4,305 	 4,579 
76111	Guadalajara de Buga	76	Valle Del Cauca	 2,642 	 2,727 	 2,859 
76113	Bugalagrande	76	Valle Del Cauca	 807 	 964 	 922 
76122	Caicedonia	76	Valle Del Cauca	 480 	 585 	 549 
76126	Calima	76	Valle Del Cauca	 202 	 202 	 232 
76130	Candelaria	76	Valle Del Cauca	 2,104 	 2,302 	 2,405 
76147	Cartago	76	Valle Del Cauca	 1,957 	 2,038 	 2,238 
76233	Dagua	76	Valle Del Cauca	 573 	 574 	 682 
76243	El Águila	76	Valle Del Cauca	 135 	 146 	 137 
76246	El Cairo	76	Valle Del Cauca	 146 	 114 	 120 
76248	El Cerrito	76	Valle Del Cauca	 1,017 	 1,057 	 1,033 
76250	El Dovio	76	Valle Del Cauca	 106 	 131 	 146 
76275	Florida	76	Valle Del Cauca	 595 	 634 	 638 
76306	Ginebra	76	Valle Del Cauca	 326 	 357 	 377 
76318	Guacarí	76	Valle Del Cauca	 459 	 482 	 510 
76364	Jamundí	76	Valle Del Cauca	 1,829 	 1,983 	 2,143 
76377	La Cumbre	76	Valle Del Cauca	 120 	 154 	 175 
76400	La Unión	76	Valle Del Cauca	 394 	 425 	 461 
76403	La Victoria	76	Valle Del Cauca	 164 	 158 	 166 
76497	Obando	76	Valle Del Cauca	 252 	 243 	 262 
76520	Palmira	76	Valle Del Cauca	 6,490 	 5,687 	 6,008 
76563	Pradera	76	Valle Del Cauca	 757 	 753 	 780 
76606	Restrepo	76	Valle Del Cauca	 300 	 347 	 400 
76616	Riofrío	76	Valle Del Cauca	 286 	 335 	 295 
76622	Roldanillo	76	Valle Del Cauca	 361 	 429 	 429 
76670	San Pedro	76	Valle Del Cauca	 378 	 389 	 443 
76736	Sevilla	76	Valle Del Cauca	 590 	 548 	 619 
76823	Toro	76	Valle Del Cauca	 160 	 186 	 189 
76828	Trujillo	76	Valle Del Cauca	 227 	 225 	 247 
76834	Tuluá	76	Valle Del Cauca	 3,012 	 3,251 	 3,459 
76845	Ulloa	76	Valle Del Cauca	 78 	 76 	 77 
76863	Versalles	76	Valle Del Cauca	 83 	 88 	 92 
76869	Vijes	76	Valle Del Cauca	 174 	 187 	 214 
76890	Yotoco	76	Valle Del Cauca	 309 	 347 	 365 
76892	Yumbo	76	Valle Del Cauca	 7,735 	 8,058 	 8,534 
76895	Zarzal	76	Valle Del Cauca	 961 	 996 	 1,020 
81001	Arauca	81	Arauca	 1,709 	 1,855 	 2,207 
81065	Arauquita	81	Arauca	 750 	 756 	 960 
81220	Cravo Norte	81	Arauca	 40 	 39 	 43 
81300	Fortul	81	Arauca	 195 	 211 	 236 
81591	Puerto Rondón	81	Arauca	 60 	 59 	 62 
81736	Saravena	81	Arauca	 449 	 454 	 471 
81794	Tame	81	Arauca	 854 	 873 	 951 
85001	Yopal	85	Casanare	 3,941 	 4,394 	 5,064 
85010	Aguazul	85	Casanare	 1,708 	 1,724 	 1,909 
85015	Chámeza	85	Casanare	 30 	 33 	 40 
85125	Hato Corozal	85	Casanare	 201 	 215 	 218 
85136	La Salina	85	Casanare	 14 	 15 	 16 
85139	Maní	85	Casanare	 511 	 572 	 564 
85162	Monterrey	85	Casanare	 208 	 206 	 209 
85225	Nunchía	85	Casanare	 216 	 199 	 218 
85230	Orocué	85	Casanare	 608 	 726 	 833 
85250	Paz de Ariporo	85	Casanare	 721 	 716 	 742 
85263	Pore	85	Casanare	 135 	 145 	 166 
85279	Recetor	85	Casanare	 38 	 40 	 42 
85300	Sabanalarga	85	Casanare	 52 	 49 	 58 
85315	Sácama	85	Casanare	 22 	 22 	 23 
85325	San Luis de Palenque	85	Casanare	 489 	 467 	 466 
85400	Támara	85	Casanare	 100 	 92 	 102 
85410	Tauramena	85	Casanare	 1,208 	 1,889 	 2,042 
85430	Trinidad	85	Casanare	 379 	 386 	 470 
85440	Villanueva	85	Casanare	 686 	 760 	 1,832 
86001	Mocoa	86	Putumayo	 611 	 637 	 655 
86219	Colón	86	Putumayo	 28 	 31 	 30 
86320	Orito	86	Putumayo	 501 	 487 	 565 
86568	Puerto Asís	86	Putumayo	 703 	 883 	 1,086 
86569	Puerto Caicedo	86	Putumayo	 72 	 77 	 83 
86571	Puerto Guzmán	86	Putumayo	 162 	 154 	 172 
86573	Puerto Leguízamo	86	Putumayo	 115 	 128 	 132 
86749	Sibundoy	86	Putumayo	 91 	 92 	 97 
86755	San Francisco	86	Putumayo	 30 	 30 	 32 
86757	San Miguel	86	Putumayo	 161 	 175 	 207 
86760	Santiago	86	Putumayo	 56 	 57 	 59 
86865	Valle del Guamuez	86	Putumayo	 223 	 227 	 244 
86885	Villagarzón	86	Putumayo	 442 	 507 	 537 
88001	San Andrés	88	San Andrés, Providencia y Santa Catalina (Archipiélago)	 1,150 	 1,226 	 1,295 
88564	Providencia	88	San Andrés, Providencia y Santa Catalina (Archipiélago)	 96 	 104 	 107 
91001	Leticia	91	Amazonas	 470 	 532 	 543 
91263	El Encanto	91	Amazonas	 12 	 13 	 13 
91405	La Chorrera	91	Amazonas	 10 	 10 	 11 
91407	La Pedrera	91	Amazonas	 15 	 14 	 16 
91430	La Victoria	91	Amazonas	 3 	 3 	 3 
91460	Mirití - Paraná	91	Amazonas	 5 	 4 	 4 
91530	Puerto Alegría	91	Amazonas	 5 	 6 	 6 
91536	Puerto Arica	91	Amazonas	 4 	 4 	 4 
91540	Puerto Nariño	91	Amazonas	 84 	 69 	 96 
91669	Puerto Santander	91	Amazonas	 9 	 9 	 9 
91798	Tarapacá	91	Amazonas	 15 	 14 	 14 
94001	Inírida	94	Guainía	 244 	 250 	 270 
94343	Barranco Minas	94	Guainía	 27 	 21 	 20 
94663	Mapiripana	94	Guainía	 8 	 8 	 9 
94883	San Felipe	94	Guainía	 7 	 11 	 8 
94884	Puerto Colombia	94	Guainía	 12 	 13 	 17 
94885	La Guadalupe	94	Guainía	 1 	 1 	 2 
94886	Cacahual	94	Guainía	 11 	 9 	 9 
94887	Pana Pana	94	Guainía	 8 	 9 	 12 
94888	Morichal	94	Guainía	 3 	 5 	 6 
95001	San José del Guaviare	95	Guaviare	 459 	 493 	 500 
95015	Calamar	95	Guaviare	 56 	 57 	 72 
95025	El Retorno	95	Guaviare	 126 	 130 	 131 
95200	Miraflores	95	Guaviare	 52 	 51 	 56 
97001	Mitú	97	Vaupés	 180 	 198 	 215 
97161	Carurú	97	Vaupés	 22 	 23 	 22 
97511	Pacoa	97	Vaupés	 16 	 16 	 18 
97666	Taraira	97	Vaupés	 19 	 12 	 11 
97777	Papunahua	97	Vaupés	 2 	 2 	 3 
97889	Yavaraté	97	Vaupés	 3 	 3 	 4 
99001	Puerto Carreño	99	Vichada	 122 	 129 	 135 
99524	La Primavera	99	Vichada	 89 	 99 	 175 
99624	Santa Rosalía	99	Vichada	 38 	 50 	 45 
99773	Cumaribo	99	Vichada	 310 	 301 	 261 
