Código Municipio	Municipio 	Código Departamento	Departamento	 Actividades primarias * 	 Actividades secundarias ** 	 Actividades terciarias *** 	" Valor agregado
 "	Peso relativo municipal en el valor agregado departamental (%)
20238	El Copey	20	Cesar	105	61	131	 297 	 1,8 
20250	El Paso	20	Cesar	421	17	152	 590 	 3,6 
20295	Gamarra	20	Cesar	21	9	81	 111 	 0,7 
20310	González	20	Cesar	9	4	23	 35 	 0,2 
20383	La Gloria	20	Cesar	72	41	78	 191 	 1,2 
20400	La Jagua de Ibirico	20	Cesar	3,165	79	140	 3,384 	 20,6 
20443	Manaure Balcón del Cesar	20	Cesar	15	6	49	 71 	 0,4 
20517	Pailitas	20	Cesar	26	12	89	 127 	 0,8 
20550	Pelaya	20	Cesar	31	11	87	 130 	 0,8 
20570	Pueblo Bello	20	Cesar	71	15	94	 180 	 1,1 
20614	Río de Oro	20	Cesar	63	10	69	 143 	 0,9 
20621	La Paz	20	Cesar	102	22	110	 234 	 1,4 
20710	San Alberto	20	Cesar	81	138	169	 388 	 2,4 
20750	San Diego	20	Cesar	28	9	62	 98 	 0,6 
20770	San Martín	20	Cesar	271	20	140	 431 	 2,6 
20787	Tamalameque	20	Cesar	37	8	54	 99 	 0,6 
23001	Montería	23	Córdoba	179	566	3,526	 4,271 	 31,0 
23068	Ayapel	23	Córdoba	114	25	157	 296 	 2,1 
23079	Buenavista	23	Córdoba	36	12	75	 124 	 0,9 
23090	Canalete	23	Córdoba	42	12	71	 124 	 0,9 
23162	Cereté	23	Córdoba	37	97	601	 735 	 5,3 
23168	Chimá	23	Córdoba	16	7	45	 69 	 0,5 
23182	Chinú	23	Córdoba	52	23	155	 230 	 1,7 
23189	Ciénaga de Oro	23	Córdoba	100	244	223	 567 	 4,1 
23300	Cotorra	23	Córdoba	13	7	51	 71 	 0,5 
23350	La Apartada	23	Córdoba	18	8	57	 83 	 0,6 
23417	Lorica	23	Córdoba	110	88	711	 909 	 6,6 
23419	Los Córdobas	23	Córdoba	35	11	73	 119 	 0,9 
23464	Momil	23	Córdoba	12	7	50	 69 	 0,5 
23466	Montelíbano	23	Córdoba	136	1,056	421	 1,613 	 11,7 
23500	Moñitos	23	Córdoba	42	14	94	 150 	 1,1 
23555	Planeta Rica	23	Córdoba	50	132	289	 471 	 3,4 
23570	Pueblo Nuevo	23	Córdoba	45	19	139	 202 	 1,5 
23574	Puerto Escondido	23	Córdoba	40	15	102	 157 	 1,1 
23580	Puerto Libertador	23	Córdoba	141	25	195	 361 	 2,6 
23586	Purísima de la Concepción	23	Córdoba	8	6	46	 60 	 0,4 
23660	Sahagún	23	Córdoba	72	95	589	 755 	 5,5 
23670	San Andrés de Sotavento	23	Córdoba	24	16	131	 171 	 1,2 
23672	San Antero	23	Córdoba	15	13	110	 138 	 1,0 
23675	San Bernardo del Viento	23	Córdoba	27	14	106	 147 	 1,1 
23678	San Carlos	23	Córdoba	63	16	89	 168 	 1,2 
23682	San José de Uré	23	Córdoba	22	5	32	 58 	 0,4 
23686	San Pelayo	23	Córdoba	54	20	131	 204 	 1,5 
23807	Tierralta	23	Córdoba	243	98	694	 1,035 	 7,5 
23815	Tuchín	23	Córdoba	11	12	104	 127 	 0,9 
23855	Valencia	23	Córdoba	148	30	136	 314 	 2,3 
25001	Agua de Dios	25	Cundinamarca	7	11	76	 94 	 0,2 
25019	Albán	25	Cundinamarca	50	40	32	 122 	 0,3 
25035	Anapoima	25	Cundinamarca	92	35	204	 331 	 0,7 
25040	Anolaima	25	Cundinamarca	52	15	77	 144 	 0,3 
25053	Arbeláez	25	Cundinamarca	100	19	64	 183 	 0,4 
25086	Beltrán	25	Cundinamarca	5	2	14	 21 	 0,0 
25095	Bituima	25	Cundinamarca	20	5	14	 39 	 0,1 
25099	Bojacá	25	Cundinamarca	34	14	79	 128 	 0,3 
25120	Cabrera	25	Cundinamarca	67	10	24	 101 	 0,2 
25123	Cachipay	25	Cundinamarca	86	18	64	 167 	 0,3 
25126	Cajicá	25	Cundinamarca	28	911	532	 1,470 	 3,1 
25148	Caparrapí	25	Cundinamarca	48	26	75	 149 	 0,3 
25151	Cáqueza	25	Cundinamarca	166	31	105	 302 	 0,6 
25154	Carmen de Carupa	25	Cundinamarca	52	11	44	 107 	 0,2 
25168	Chaguaní	25	Cundinamarca	26	6	19	 51 	 0,1 
25175	Chía	25	Cundinamarca	27	408	2,077	 2,512 	 5,2 
25178	Chipaque	25	Cundinamarca	9	7	47	 63 	 0,1 
25181	Choachí	25	Cundinamarca	50	13	61	 124 	 0,3 
25183	Chocontá	25	Cundinamarca	240	45	143	 428 	 0,9 
25200	Cogua	25	Cundinamarca	59	348	153	 560 	 1,2 
25214	Cota	25	Cundinamarca	39	1,053	1,341	 2,433 	 5,0 
25224	Cucunubá	25	Cundinamarca	138	6	43	 187 	 0,4 
25245	El Colegio	25	Cundinamarca	80	28	172	 280 	 0,6 
25258	El Peñón	25	Cundinamarca	16	12	25	 53 	 0,1 
25260	El Rosal	25	Cundinamarca	45	19	122	 185 	 0,4 
25269	Facatativá	25	Cundinamarca	77	1,756	1,069	 2,901 	 6,0 
25279	Fómeque	25	Cundinamarca	174	27	69	 270 	 0,6 
25281	Fosca	25	Cundinamarca	60	10	37	 107 	 0,2 
25286	Funza	25	Cundinamarca	44	1,471	991	 2,507 	 5,2 
25288	Fúquene	25	Cundinamarca	14	26	32	 72 	 0,1 
25290	Fusagasugá	25	Cundinamarca	239	192	1,188	 1,620 	 3,4 
25293	Gachalá	25	Cundinamarca	4	4	29	 37 	 0,1 
25295	Gachancipá	25	Cundinamarca	15	64	110	 189 	 0,4 
25297	Gachetá	25	Cundinamarca	14	9	62	 85 	 0,2 
25299	Gama	25	Cundinamarca	4	2	19	 25 	 0,1 
25307	Girardot	25	Cundinamarca	4	158	1,247	 1,410 	 2,9 
25312	Granada	25	Cundinamarca	30	11	65	 106 	 0,2 
25317	Guachetá	25	Cundinamarca	138	11	74	 223 	 0,5 
25320	Guaduas	25	Cundinamarca	107	37	217	 361 	 0,7 
25322	Guasca	25	Cundinamarca	21	18	99	 137 	 0,3 
25324	Guataquí	25	Cundinamarca	3	2	15	 20 	 0,0 
25326	Guatavita	25	Cundinamarca	63	15	47	 125 	 0,3 
25328	Guayabal de Síquima	25	Cundinamarca	42	9	22	 73 	 0,2 
25335	Guayabetal	25	Cundinamarca	15	6	31	 52 	 0,1 
25339	Gutiérrez	25	Cundinamarca	24	5	20	 50 	 0,1 
25368	Jerusalén	25	Cundinamarca	26	7	15	 47 	 0,1 
25372	Junín	25	Cundinamarca	19	7	42	 67 	 0,1 
25377	La Calera	25	Cundinamarca	95	185	211	 490 	 1,0 
25386	La Mesa	25	Cundinamarca	190	86	578	 854 	 1,8 
25394	La Palma	25	Cundinamarca	71	15	61	 146 	 0,3 
25398	La Peña	25	Cundinamarca	6	27	31	 65 	 0,1 
25402	La Vega	25	Cundinamarca	56	73	119	 248 	 0,5 
25407	Lenguazaque	25	Cundinamarca	111	55	60	 226 	 0,5 
25426	Machetá	25	Cundinamarca	30	7	33	 69 	 0,1 
25430	Madrid	25	Cundinamarca	120	638	625	 1,384 	 2,9 
25436	Manta	25	Cundinamarca	21	5	23	 49 	 0,1 
25438	Medina	25	Cundinamarca	37	12	61	 109 	 0,2 
25473	Mosquera	25	Cundinamarca	132	1,101	907	 2,140 	 4,4 
25483	Nariño	25	Cundinamarca	1	2	16	 19 	 0,0 
25486	Nemocón	25	Cundinamarca	18	16	87	 120 	 0,2 
25488	Nilo	25	Cundinamarca	27	17	125	 169 	 0,4 
25489	Nimaima	25	Cundinamarca	3	4	32	 39 	 0,1 
25491	Nocaima	25	Cundinamarca	11	24	41	 76 	 0,2 
25506	Venecia	25	Cundinamarca	25	5	22	 52 	 0,1 
25513	Pacho	25	Cundinamarca	77	27	149	 254 	 0,5 
25518	Paime	25	Cundinamarca	29	6	21	 56 	 0,1 
25524	Pandi	25	Cundinamarca	17	5	30	 52 	 0,1 
25530	Paratebueno	25	Cundinamarca	107	19	56	 182 	 0,4 
25535	Pasca	25	Cundinamarca	75	15	61	 151 	 0,3 
25572	Puerto Salgar	25	Cundinamarca	38	21	141	 199 	 0,4 
25580	Pulí	25	Cundinamarca	19	7	15	 41 	 0,1 
25592	Quebradanegra	25	Cundinamarca	4	21	28	 53 	 0,1 
25594	Quetame	25	Cundinamarca	25	7	39	 71 	 0,1 
25596	Quipile	25	Cundinamarca	60	16	41	 117 	 0,2 
25599	Apulo	25	Cundinamarca	34	9	49	 93 	 0,2 
25612	Ricaurte	25	Cundinamarca	12	20	159	 192 	 0,4 
25645	San Antonio del Tequendama	25	Cundinamarca	45	18	90	 153 	 0,3 
25649	San Bernardo	25	Cundinamarca	124	20	54	 197 	 0,4 
25653	San Cayetano	25	Cundinamarca	120	17	24	 160 	 0,3 
25658	San Francisco	25	Cundinamarca	44	12	55	 112 	 0,2 
25662	San Juan de Rioseco	25	Cundinamarca	115	20	55	 190 	 0,4 
25718	Sasaima	25	Cundinamarca	95	20	66	 181 	 0,4 
25736	Sesquilé	25	Cundinamarca	105	23	90	 218 	 0,5 
25740	Sibaté	25	Cundinamarca	102	445	308	 855 	 1,8 
25743	Silvania	25	Cundinamarca	94	26	128	 248 	 0,5 
25745	Simijaca	25	Cundinamarca	17	56	88	 161 	 0,3 
25754	Soacha	25	Cundinamarca	32	1,188	3,303	 4,523 	 9,4 
25758	Sopó	25	Cundinamarca	15	696	233	 943 	 2,0 
25769	Subachoque	25	Cundinamarca	48	19	109	 176 	 0,4 
25772	Suesca	25	Cundinamarca	138	26	109	 273 	 0,6 
25777	Supatá	25	Cundinamarca	31	6	26	 63 	 0,1 
25779	Susa	25	Cundinamarca	23	10	51	 84 	 0,2 
25781	Sutatausa	25	Cundinamarca	80	4	34	 119 	 0,2 
25785	Tabio	25	Cundinamarca	13	27	180	 220 	 0,5 
25793	Tausa	25	Cundinamarca	755	88	54	 897 	 1,9 
25797	Tena	25	Cundinamarca	52	13	57	 122 	 0,3 
25799	Tenjo	25	Cundinamarca	129	576	550	 1,255 	 2,6 
25805	Tibacuy	25	Cundinamarca	27	6	24	 56 	 0,1 
25807	Tibirita	25	Cundinamarca	15	4	16	 35 	 0,1 
25815	Tocaima	25	Cundinamarca	58	21	121	 201 	 0,4 
25817	Tocancipá	25	Cundinamarca	21	2,883	814	 3,718 	 7,7 
25823	Topaipí	25	Cundinamarca	13	4	21	 38 	 0,1 
25839	Ubalá	25	Cundinamarca	66	68	620	 754 	 1,6 
25841	Ubaque	25	Cundinamarca	134	18	32	 184 	 0,4 
25843	Villa de San Diego de Ubaté	25	Cundinamarca	30	64	265	 359 	 0,7 
25845	Une	25	Cundinamarca	196	27	53	 275 	 0,6 
25851	Útica	25	Cundinamarca	2	14	27	 43 	 0,1 
25862	Vergara	25	Cundinamarca	29	35	38	 103 	 0,2 
25867	Vianí	25	Cundinamarca	41	8	26	 75 	 0,2 
25871	Villagómez	25	Cundinamarca	6	2	13	 22 	 0,0 
25873	Villapinzón	25	Cundinamarca	407	63	114	 584 	 1,2 
25875	Villeta	25	Cundinamarca	41	52	215	 308 	 0,6 
25878	Viotá	25	Cundinamarca	119	22	78	 218 	 0,5 
25885	Yacopí	25	Cundinamarca	100	20	79	 199 	 0,4 
25898	Zipacón	25	Cundinamarca	31	7	32	 69 	 0,1 
25899	Zipaquirá	25	Cundinamarca	104	221	1,025	 1,350 	 2,8 
27001	Quibdó	27	Chocó	164	94	1,033	 1,290 	 31,4 
27006	Acandí	27	Chocó	164	5	22	 192 	 4,7 
27025	Alto Baudó	27	Chocó	30	7	59	 97 	 2,3 
27050	Atrato	27	Chocó	40	2	17	 59 	 1,4 
27073	Bagadó	27	Chocó	26	2	21	 49 	 1,2 
27075	Bahía Solano	27	Chocó	4	2	21	 27 	 0,6 
27077	Bajo Baudó	27	Chocó	5	4	39	 48 	 1,2 
27099	Bojayá	27	Chocó	13	3	27	 43 	 1,1 
27135	El Cantón del San Pablo	27	Chocó	33	2	18	 53 	 1,3 
27150	Carmen del Darién	27	Chocó	136	13	15	 164 	 4,0 
27160	Cértegui	27	Chocó	35	1	15	 52 	 1,3 
27205	Condoto	27	Chocó	97	3	31	 130 	 3,2 
27245	El Carmen de Atrato	27	Chocó	32	37	25	 94 	 2,3 
27250	El Litoral del San Juan	27	Chocó	2	3	30	 35 	 0,8 
27361	Istmina	27	Chocó	235	15	169	 419 	 10,2 
27372	Juradó	27	Chocó	6	1	8	 14 	 0,4 
27413	Lloró	27	Chocó	78	2	21	 102 	 2,5 
27425	Medio Atrato	27	Chocó	51	4	38	 93 	 2,3 
27430	Medio Baudó	27	Chocó	23	4	27	 54 	 1,3 
27450	Medio San Juan	27	Chocó	15	3	28	 46 	 1,1 
27491	Nóvita	27	Chocó	52	2	17	 71 	 1,7 
27495	Nuquí	27	Chocó	14	2	15	 32 	 0,8 
27580	Río Iró	27	Chocó	7	2	16	 25 	 0,6 
27600	Río Quito	27	Chocó	118	3	18	 139 	 3,4 
27615	Riosucio	27	Chocó	196	21	58	 276 	 6,7 
27660	San José del Palmar	27	Chocó	8	1	10	 20 	 0,5 
27745	Sipí	27	Chocó	23	2	9	 34 	 0,8 
27787	Tadó	27	Chocó	96	10	113	 218 	 5,3 
27800	Unguía	27	Chocó	85	8	27	 119 	 2,9 
27810	Unión Panamericana	27	Chocó	100	2	17	 119 	 2,9 
41001	Neiva	41	Huila	391	1,226	3,532	 5,149 	 37,0 
41006	Acevedo	41	Huila	148	55	132	 335 	 2,4 
41013	Agrado	41	Huila	29	15	46	 91 	 0,7 
41016	Aipe	41	Huila	250	35	124	 408 	 2,9 
41020	Algeciras	41	Huila	92	40	113	 245 	 1,8 
41026	Altamira	41	Huila	21	10	26	 57 	 0,4 
41078	Baraya	41	Huila	34	15	44	 93 	 0,7 
41132	Campoalegre	41	Huila	140	98	189	 427 	 3,1 
41206	Colombia	41	Huila	42	16	40	 98 	 0,7 
41244	Elías	41	Huila	19	7	16	 42 	 0,3 
41298	Garzón	41	Huila	150	107	385	 641 	 4,6 
41306	Gigante	41	Huila	85	67	258	 411 	 2,9 
41319	Guadalupe	41	Huila	62	29	86	 177 	 1,3 
41349	Hobo	41	Huila	20	12	37	 68 	 0,5 
41357	Íquira	41	Huila	37	18	53	 108 	 0,8 
41359	Isnos	41	Huila	55	33	113	 202 	 1,4 
41378	La Argentina	41	Huila	33	18	59	 111 	 0,8 
41396	La Plata	41	Huila	155	85	278	 518 	 3,7 
41483	Nátaga	41	Huila	26	10	24	 60 	 0,4 
41503	Oporapa	41	Huila	34	16	50	 100 	 0,7 
41518	Paicol	41	Huila	78	12	24	 115 	 0,8 
41524	Palermo	41	Huila	206	89	185	 481 	 3,5 
41530	Palestina	41	Huila	55	24	68	 146 	 1,0 
41548	Pital	41	Huila	62	24	60	 146 	 1,0 
41551	Pitalito	41	Huila	260	254	1,012	 1,526 	 10,9 
41615	Rivera	41	Huila	98	44	122	 264 	 1,9 
41660	Saladoblanco	41	Huila	46	19	51	 117 	 0,8 
41668	San Agustín	41	Huila	83	47	153	 283 	 2,0 
41676	Santa María	41	Huila	58	22	50	 130 	 0,9 
41770	Suaza	41	Huila	87	35	91	 213 	 1,5 
41791	Tarqui	41	Huila	57	25	70	 152 	 1,1 
41797	Tesalia	41	Huila	62	15	45	 122 	 0,9 
41799	Tello	41	Huila	79	29	62	 171 	 1,2 
41801	Teruel	41	Huila	35	14	38	 88 	 0,6 
41807	Timaná	41	Huila	63	31	92	 186 	 1,3 
41872	Villavieja	41	Huila	56	14	33	 103 	 0,7 
41885	Yaguará	41	Huila	78	50	226	 354 	 2,5 
44001	Riohacha	44	La Guajira	113	271	1,537	 1,921 	 21,0 
44035	Albania	44	La Guajira	2,324	17	130	 2,471 	 27,1 
44078	Barrancas	44	La Guajira	1,237	15	104	 1,357 	 14,9 
44090	Dibulla	44	La Guajira	59	26	146	 231 	 2,5 
44098	Distracción	44	La Guajira	13	7	39	 59 	 0,6 
44110	El Molino	44	La Guajira	9	4	27	 40 	 0,4 
44279	Fonseca	44	La Guajira	24	18	121	 163 	 1,8 
44378	Hatonuevo	44	La Guajira	323	24	190	 537 	 5,9 
44420	La Jagua del Pilar	44	La Guajira	13	3	9	 25 	 0,3 
44430	Maicao	44	La Guajira	19	124	973	 1,116 	 12,2 
44560	Manaure	44	La Guajira	48	23	180	 250 	 2,7 
44650	San Juan del Cesar	44	La Guajira	40	20	121	 181 	 2,0 
44847	Uribia	44	La Guajira	3	66	527	 596 	 6,5 
44855	Urumita	44	La Guajira	25	8	38	 71 	 0,8 
44874	Villanueva	44	La Guajira	19	13	80	 111 	 1,2 
47001	Santa Marta	47	Magdalena	121	881	4,052	 5,055 	 45,4 
47030	Algarrobo	47	Magdalena	32	10	53	 95 	 0,9 
47053	Aracataca	47	Magdalena	57	68	143	 268 	 2,4 
47058	Ariguaní	47	Magdalena	77	27	124	 229 	 2,1 
47161	Cerro de San Antonio	47	Magdalena	11	5	29	 44 	 0,4 
47170	Chivolo	47	Magdalena	19	10	65	 94 	 0,8 
47189	Ciénaga	47	Magdalena	209	183	691	 1,083 	 9,7 
47205	Concordia	47	Magdalena	7	6	41	 53 	 0,5 
47245	El Banco	47	Magdalena	35	31	223	 289 	 2,6 
47258	El Piñón	47	Magdalena	23	10	60	 93 	 0,8 
47268	El Retén	47	Magdalena	124	23	74	 222 	 2,0 
47288	Fundación	47	Magdalena	55	68	270	 393 	 3,5 
47318	Guamal	47	Magdalena	46	16	93	 155 	 1,4 
47460	Nueva Granada	47	Magdalena	33	16	77	 126 	 1,1 
47541	Pedraza	47	Magdalena	13	30	250	 294 	 2,6 
47545	Pijiño del Carmen	47	Magdalena	30	9	45	 84 	 0,8 
47551	Pivijay	47	Magdalena	77	27	155	 260 	 2,3 
47555	Plato	47	Magdalena	35	39	288	 362 	 3,2 
47570	Puebloviejo	47	Magdalena	24	15	103	 141 	 1,3 
47605	Remolino	47	Magdalena	13	5	28	 45 	 0,4 
47660	Sabanas de San Ángel	47	Magdalena	28	10	55	 92 	 0,8 
47675	Salamina	47	Magdalena	22	6	28	 56 	 0,5 
47692	San Sebastián de Buenavista	47	Magdalena	32	12	65	 109 	 1,0 
47703	San Zenón	47	Magdalena	25	7	33	 65 	 0,6 
47707	Santa Ana	47	Magdalena	49	15	91	 155 	 1,4 
47720	Santa Bárbara de Pinto	47	Magdalena	46	12	54	 111 	 1,0 
47745	Sitionuevo	47	Magdalena	21	14	96	 131 	 1,2 
47798	Tenerife	47	Magdalena	16	7	44	 67 	 0,6 
47960	Zapayán	47	Magdalena	16	6	35	 57 	 0,5 
47980	Zona Bananera	47	Magdalena	554	94	262	 910 	 8,2 
50001	Villavicencio	50	Meta	541	1,185	5,330	 7,056 	 27,8 
50006	Acacías	50	Meta	2,568	147	656	 3,372 	 13,3 
50110	Barranca de Upía	50	Meta	90	14	30	 134 	 0,5 
50124	Cabuyaro	50	Meta	582	24	35	 640 	 2,5 
50150	Castilla la Nueva	50	Meta	2,114	24	83	 2,221 	 8,7 
50223	Cubarral	50	Meta	9	7	42	 58 	 0,2 
50226	Cumaral	50	Meta	100	95	138	 333 	 1,3 
50245	El Calvario	50	Meta	3	2	12	 17 	 0,1 
50251	El Castillo	50	Meta	44	13	47	 104 	 0,4 
50270	El Dorado	50	Meta	15	5	23	 43 	 0,2 
50287	Fuentedeoro	50	Meta	189	38	90	 317 	 1,2 
50313	Granada	50	Meta	131	118	461	 710 	 2,8 
50318	Guamal	50	Meta	518	21	78	 617 	 2,4 
50325	Mapiripán	50	Meta	55	18	77	 150 	 0,6 
50330	Mesetas	50	Meta	53	17	64	 134 	 0,5 
50350	La Macarena	50	Meta	33	26	152	 210 	 0,8 
50370	Uribe	50	Meta	30	14	74	 118 	 0,5 
50400	Lejanías	50	Meta	129	27	66	 222 	 0,9 
50450	Puerto Concordia	50	Meta	86	25	97	 208 	 0,8 
50568	Puerto Gaitán	50	Meta	5,760	70	207	 6,037 	 23,8 
50573	Puerto López	50	Meta	496	109	388	 993 	 3,9 
50577	Puerto Lleras	50	Meta	95	23	69	 187 	 0,7 
50590	Puerto Rico	50	Meta	87	26	104	 217 	 0,9 
50606	Restrepo	50	Meta	59	24	101	 184 	 0,7 
50680	San Carlos de Guaroa	50	Meta	112	187	79	 379 	 1,5 
50683	San Juan de Arama	50	Meta	58	16	53	 127 	 0,5 
50686	San Juanito	50	Meta	3	2	13	 18 	 0,1 
50689	San Martín	50	Meta	74	71	173	 318 	 1,3 
50711	Vistahermosa	50	Meta	106	34	141	 281 	 1,1 
52001	Pasto	52	Nariño	126	893	4,013	 5,033 	 38,0 
52019	Albán	52	Nariño	61	14	44	 120 	 0,9 
52022	Aldana	52	Nariño	19	5	20	 44 	 0,3 
52036	Ancuyá	52	Nariño	11	4	21	 36 	 0,3 
52051	Arboleda	52	Nariño	27	6	18	 51 	 0,4 
52079	Barbacoas	52	Nariño	155	18	126	 299 	 2,3 
52083	Belén	52	Nariño	2	5	31	 38 	 0,3 
52110	Buesaco	52	Nariño	52	17	76	 144 	 1,1 
52203	Colón	52	Nariño	33	7	24	 64 	 0,5 
52207	Consacá	52	Nariño	47	10	26	 82 	 0,6 
52210	Contadero	52	Nariño	32	7	20	 59 	 0,4 
52215	Córdoba	52	Nariño	29	10	48	 87 	 0,7 
52224	Cuaspud	52	Nariño	31	7	23	 61 	 0,5 
52227	Cumbal	52	Nariño	34	16	87	 137 	 1,0 
52233	Cumbitara	52	Nariño	6	6	36	 48 	 0,4 
52240	Chachagüí	52	Nariño	58	17	67	 142 	 1,1 
52250	El Charco	52	Nariño	79	14	75	 168 	 1,3 
52254	El Peñol	52	Nariño	23	5	17	 45 	 0,3 
52256	El Rosario	52	Nariño	15	5	23	 43 	 0,3 
52258	El Tablón de Gómez	52	Nariño	28	8	34	 70 	 0,5 
52260	El Tambo	52	Nariño	27	10	45	 83 	 0,6 
52287	Funes	52	Nariño	10	4	18	 32 	 0,2 
52317	Guachucal	52	Nariño	40	42	55	 137 	 1,0 
52320	Guaitarilla	52	Nariño	25	9	42	 76 	 0,6 
52323	Gualmatán	52	Nariño	37	8	21	 65 	 0,5 
52352	Iles	52	Nariño	41	9	23	 73 	 0,5 
52354	Imués	52	Nariño	13	5	25	 43 	 0,3 
52356	Ipiales	52	Nariño	103	131	893	 1,127 	 8,5 
52378	La Cruz	52	Nariño	8	8	51	 67 	 0,5 
52381	La Florida	52	Nariño	30	7	26	 64 	 0,5 
52385	La Llanada	52	Nariño	5	3	17	 25 	 0,2 
52390	La Tola	52	Nariño	7	4	24	 35 	 0,3 
52399	La Unión	52	Nariño	58	23	113	 194 	 1,5 
52405	Leiva	52	Nariño	11	6	37	 54 	 0,4 
52411	Linares	52	Nariño	22	6	27	 56 	 0,4 
52418	Los Andes	52	Nariño	24	9	41	 73 	 0,6 
52427	Magüí	52	Nariño	118	6	41	 165 	 1,2 
52435	Mallama	52	Nariño	10	4	22	 36 	 0,3 
52473	Mosquera	52	Nariño	2	4	31	 37 	 0,3 
52480	Nariño	52	Nariño	10	4	20	 33 	 0,3 
52490	Olaya Herrera	52	Nariño	12	10	63	 85 	 0,6 
52506	Ospina	52	Nariño	53	10	21	 84 	 0,6 
52520	Francisco Pizarro	52	Nariño	15	6	30	 51 	 0,4 
52540	Policarpa	52	Nariño	10	7	46	 64 	 0,5 
52560	Potosí	52	Nariño	39	9	32	 81 	 0,6 
52565	Providencia	52	Nariño	5	4	26	 35 	 0,3 
52573	Puerres	52	Nariño	12	6	30	 48 	 0,4 
52585	Pupiales	52	Nariño	91	39	64	 194 	 1,5 
52612	Ricaurte	52	Nariño	4	7	49	 61 	 0,5 
52621	Roberto Payán	52	Nariño	57	7	43	 107 	 0,8 
52678	Samaniego	52	Nariño	42	21	113	 176 	 1,3 
52683	Sandoná	52	Nariño	29	14	77	 120 	 0,9 
52685	San Bernardo	52	Nariño	21	9	43	 73 	 0,5 
52687	San Lorenzo	52	Nariño	48	13	49	 110 	 0,8 
52693	San Pablo	52	Nariño	18	10	53	 81 	 0,6 
52694	San Pedro de Cartago	52	Nariño	18	5	18	 41 	 0,3 
52696	Santa Bárbara	52	Nariño	194	5	31	 231 	 1,7 
52699	Santacruz	52	Nariño	7	8	50	 65 	 0,5 
52720	Sapuyes	52	Nariño	50	15	18	 83 	 0,6 
52786	Taminango	52	Nariño	25	12	69	 106 	 0,8 
52788	Tangua	52	Nariño	32	8	28	 68 	 0,5 
52835	San Andrés de Tumaco	52	Nariño	379	170	1,029	 1,578 	 11,9 
52838	Túquerres	52	Nariño	172	46	165	 382 	 2,9 
52885	Yacuanquer	52	Nariño	44	10	30	 84 	 0,6 
54001	Cúcuta	54	Norte De Santander	255	1,596	5,623	 7,474 	 57,2 
54003	Ábrego	54	Norte De Santander	48	27	122	 197 	 1,5 
54051	Arboledas	54	Norte De Santander	26	7	29	 62 	 0,5 
54099	Bochalema	54	Norte De Santander	48	7	29	 84 	 0,6 
54109	Bucarasica	54	Norte De Santander	17	5	18	 40 	 0,3 
54125	Cácota	54	Norte De Santander	8	3	11	 22 	 0,2 
54128	Cáchira	54	Norte De Santander	21	9	34	 63 	 0,5 
54172	Chinácota	54	Norte De Santander	29	23	122	 175 	 1,3 
54174	Chitagá	54	Norte De Santander	24	9	38	 71 	 0,5 
54206	Convención	54	Norte De Santander	32	14	54	 100 	 0,8 
54223	Cucutilla	54	Norte De Santander	26	8	26	 60 	 0,5 
54239	Durania	54	Norte De Santander	19	4	16	 39 	 0,3 
54245	El Carmen	54	Norte De Santander	47	15	47	 108 	 0,8 
54250	El Tarra	54	Norte De Santander	18	10	45	 72 	 0,6 
54261	El Zulia	54	Norte De Santander	115	148	119	 382 	 2,9 
54313	Gramalote	54	Norte De Santander	12	5	18	 34 	 0,3 
54344	Hacarí	54	Norte De Santander	26	9	33	 68 	 0,5 
54347	Herrán	54	Norte De Santander	3	3	13	 19 	 0,1 
54377	Labateca	54	Norte De Santander	15	6	21	 41 	 0,3 
54385	La Esperanza	54	Norte De Santander	53	15	43	 110 	 0,8 
54398	La Playa	54	Norte De Santander	46	12	28	 86 	 0,7 
54405	Los Patios	54	Norte De Santander	23	204	320	 546 	 4,2 
54418	Lourdes	54	Norte De Santander	16	5	14	 35 	 0,3 
54480	Mutiscua	54	Norte De Santander	18	5	18	 42 	 0,3 
54498	Ocaña	54	Norte De Santander	159	111	498	 767 	 5,9 
54518	Pamplona	54	Norte De Santander	17	44	255	 315 	 2,4 
54520	Pamplonita	54	Norte De Santander	11	5	22	 38 	 0,3 
54553	Puerto Santander	54	Norte De Santander	11	10	50	 70 	 0,5 
54599	Ragonvalia	54	Norte De Santander	8	5	25	 38 	 0,3 
54660	Salazar	54	Norte De Santander	34	8	34	 76 	 0,6 
54670	San Calixto	54	Norte De Santander	35	11	38	 85 	 0,6 
54673	San Cayetano	54	Norte De Santander	39	20	110	 169 	 1,3 
54680	Santiago	54	Norte De Santander	6	3	13	 22 	 0,2 
54720	Sardinata	54	Norte De Santander	142	22	86	 250 	 1,9 
54743	Silos	54	Norte De Santander	34	9	21	 64 	 0,5 
54800	Teorama	54	Norte De Santander	45	17	67	 129 	 1,0 
54810	Tibú	54	Norte De Santander	237	51	173	 461 	 3,5 
54820	Toledo	54	Norte De Santander	34	14	60	 107 	 0,8 
54871	Villa Caro	54	Norte De Santander	12	5	19	 36 	 0,3 
54874	Villa del Rosario	54	Norte De Santander	19	101	379	 499 	 3,8 
63001	Armenia	63	Quindío	148	750	2,746	 3,644 	 54,0 
63111	Buenavista	63	Quindío	44	8	16	 68 	 1,0 
63130	Calarcá	63	Quindío	127	93	414	 634 	 9,4 
63190	Circasia	63	Quindío	71	37	190	 298 	 4,4 
