Código Municipio	Municipio 	Código Departamento	Departamento	 Actividades primarias * 	 Actividades secundarias ** 	 Actividades terciarias *** 	" Valor agregado
 "	Peso relativo municipal en el valor agregado departamental (%)
05190	Cisneros	05	Antioquia	4	10	84	 98 	 0,1 
05197	Cocorná	05	Antioquia	16	17	112	 145 	 0,1 
05206	Concepción	05	Antioquia	15	5	27	 46 	 0,0 
05209	Concordia	05	Antioquia	112	24	128	 264 	 0,2 
05212	Copacabana	05	Antioquia	10	503	690	 1,203 	 0,9 
05234	Dabeiba	05	Antioquia	70	21	152	 242 	 0,2 
05237	Donmatías	05	Antioquia	165	51	216	 433 	 0,3 
05240	Ebéjico	05	Antioquia	109	20	86	 216 	 0,2 
05250	El Bagre	05	Antioquia	415	40	372	 827 	 0,6 
05264	Entrerríos	05	Antioquia	65	189	100	 354 	 0,3 
05266	Envigado	05	Antioquia	19	2,691	6,337	 9,047 	 7,0 
05282	Fredonia	05	Antioquia	134	31	165	 330 	 0,3 
05284	Frontino	05	Antioquia	31	17	114	 161 	 0,1 
05306	Giraldo	05	Antioquia	12	4	29	 46 	 0,0 
05308	Girardota	05	Antioquia	61	1,329	674	 2,065 	 1,6 
05310	Gómez Plata	05	Antioquia	24	30	280	 334 	 0,3 
05313	Granada	05	Antioquia	13	7	58	 77 	 0,1 
05315	Guadalupe	05	Antioquia	8	6	46	 60 	 0,0 
05318	Guarne	05	Antioquia	81	728	496	 1,305 	 1,0 
05321	Guatapé	05	Antioquia	4	28	286	 318 	 0,2 
05347	Heliconia	05	Antioquia	14	5	36	 56 	 0,0 
05353	Hispania	05	Antioquia	17	6	39	 61 	 0,0 
05360	Itagüí	05	Antioquia	0	3,052	4,702	 7,754 	 6,0 
05361	Ituango	05	Antioquia	47	17	129	 193 	 0,1 
05364	Jardín	05	Antioquia	54	17	110	 181 	 0,1 
05368	Jericó	05	Antioquia	65	17	106	 187 	 0,1 
05376	La Ceja	05	Antioquia	55	91	592	 738 	 0,6 
05380	La Estrella	05	Antioquia	6	978	817	 1,801 	 1,4 
05390	La Pintada	05	Antioquia	16	72	91	 179 	 0,1 
05400	La Unión	05	Antioquia	27	41	180	 248 	 0,2 
05411	Liborina	05	Antioquia	19	8	64	 91 	 0,1 
05425	Maceo	05	Antioquia	23	8	57	 88 	 0,1 
05440	Marinilla	05	Antioquia	199	316	497	 1,012 	 0,8 
05467	Montebello	05	Antioquia	16	33	40	 90 	 0,1 
05475	Murindó	05	Antioquia	2	3	33	 38 	 0,0 
05480	Mutatá	05	Antioquia	79	20	149	 248 	 0,2 
05483	Nariño	05	Antioquia	18	16	94	 127 	 0,1 
05490	Necoclí	05	Antioquia	99	53	443	 594 	 0,5 
05495	Nechí	05	Antioquia	64	22	181	 267 	 0,2 
05501	Olaya	05	Antioquia	6	3	27	 36 	 0,0 
05541	Peñol	05	Antioquia	334	45	121	 500 	 0,4 
05543	Peque	05	Antioquia	13	7	63	 83 	 0,1 
05576	Pueblorrico	05	Antioquia	1	6	51	 59 	 0,0 
05579	Puerto Berrío	05	Antioquia	78	64	502	 644 	 0,5 
05585	Puerto Nare	05	Antioquia	130	56	279	 465 	 0,4 
05591	Puerto Triunfo	05	Antioquia	25	32	146	 204 	 0,2 
05604	Remedios	05	Antioquia	355	24	202	 580 	 0,4 
05607	Retiro	05	Antioquia	52	49	335	 436 	 0,3 
05615	Rionegro	05	Antioquia	58	1,826	1,570	 3,454 	 2,7 
05628	Sabanalarga	05	Antioquia	17	7	52	 76 	 0,1 
05631	Sabaneta	05	Antioquia	8	1,279	1,763	 3,051 	 2,4 
05642	Salgar	05	Antioquia	83	20	122	 225 	 0,2 
05647	San Andrés de Cuerquía	05	Antioquia	3	4	40	 47 	 0,0 
05649	San Carlos	05	Antioquia	16	65	673	 754 	 0,6 
05652	San Francisco	05	Antioquia	6	6	58	 70 	 0,1 
05656	San Jerónimo	05	Antioquia	22	16	149	 187 	 0,1 
05658	San José de la Montaña	05	Antioquia	5	3	27	 35 	 0,0 
05659	San Juan de Urabá	05	Antioquia	52	20	156	 228 	 0,2 
05660	San Luis	05	Antioquia	7	10	84	 102 	 0,1 
05664	San Pedro de los milagros	05	Antioquia	59	459	254	 772 	 0,6 
05665	San Pedro de Urabá	05	Antioquia	46	23	195	 264 	 0,2 
05667	San Rafael	05	Antioquia	12	18	159	 189 	 0,1 
05670	San Roque	05	Antioquia	36	17	115	 168 	 0,1 
05674	San Vicente Ferrer	05	Antioquia	91	20	117	 228 	 0,2 
05679	Santa Bárbara	05	Antioquia	76	23	154	 253 	 0,2 
05686	Santa Rosa de Osos	05	Antioquia	317	282	406	 1,005 	 0,8 
05690	Santo Domingo	05	Antioquia	76	16	72	 163 	 0,1 
05697	El Santuario	05	Antioquia	18	35	214	 267 	 0,2 
05736	Segovia	05	Antioquia	420	35	332	 786 	 0,6 
05756	Sonsón	05	Antioquia	174	308	274	 757 	 0,6 
05761	Sopetrán	05	Antioquia	20	15	133	 168 	 0,1 
05789	Támesis	05	Antioquia	76	31	107	 215 	 0,2 
05790	Tarazá	05	Antioquia	59	33	318	 410 	 0,3 
05792	Tarso	05	Antioquia	46	11	65	 121 	 0,1 
05809	Titiribí	05	Antioquia	30	11	93	 134 	 0,1 
05819	Toledo	05	Antioquia	12	7	61	 80 	 0,1 
05837	Turbo	05	Antioquia	754	215	1,468	 2,437 	 1,9 
05842	Uramita	05	Antioquia	22	7	47	 76 	 0,1 
05847	Urrao	05	Antioquia	245	59	287	 591 	 0,5 
05854	Valdivia	05	Antioquia	22	15	141	 178 	 0,1 
05856	Valparaíso	05	Antioquia	100	15	52	 167 	 0,1 
05858	Vegachí	05	Antioquia	22	10	79	 111 	 0,1 
05861	Venecia	05	Antioquia	50	20	119	 189 	 0,1 
05873	Vigía del Fuerte	05	Antioquia	8	5	41	 54 	 0,0 
05885	Yalí	05	Antioquia	15	6	54	 76 	 0,1 
05887	Yarumal	05	Antioquia	53	132	404	 589 	 0,5 
05890	Yolombó	05	Antioquia	54	26	154	 234 	 0,2 
05893	Yondó	05	Antioquia	787	25	144	 955 	 0,7 
05895	Zaragoza	05	Antioquia	189	23	205	 418 	 0,3 
08001	Barranquilla	08	Atlántico	4	6,180	19,591	 25,775 	 66,1 
08078	Baranoa	08	Atlántico	49	313	340	 701 	 1,8 
08137	Campo de la Cruz	08	Atlántico	9	8	85	 102 	 0,3 
08141	Candelaria	08	Atlántico	7	7	70	 83 	 0,2 
08296	Galapa	08	Atlántico	27	352	392	 771 	 2,0 
08372	Juan de Acosta	08	Atlántico	6	14	127	 147 	 0,4 
08421	Luruaco	08	Atlántico	19	20	138	 177 	 0,5 
08433	Malambo	08	Atlántico	45	909	942	 1,896 	 4,9 
08436	Manatí	08	Atlántico	16	12	102	 130 	 0,3 
08520	Palmar de Varela	08	Atlántico	12	13	135	 160 	 0,4 
08549	Piojó	08	Atlántico	5	3	27	 35 	 0,1 
08558	Polonuevo	08	Atlántico	47	12	87	 146 	 0,4 
08560	Ponedera	08	Atlántico	26	13	125	 164 	 0,4 
08573	Puerto Colombia	08	Atlántico	5	70	344	 420 	 1,1 
08606	Repelón	08	Atlántico	36	16	142	 193 	 0,5 
08634	Sabanagrande	08	Atlántico	25	47	205	 277 	 0,7 
08638	Sabanalarga	08	Atlántico	168	52	551	 771 	 2,0 
08675	Santa Lucía	08	Atlántico	6	5	56	 67 	 0,2 
08685	Santo Tomás	08	Atlántico	23	17	176	 216 	 0,6 
08758	Soledad	08	Atlántico	2	1,352	5,168	 6,522 	 16,7 
08770	Suan	08	Atlántico	4	5	47	 56 	 0,1 
08832	Tubará	08	Atlántico	5	10	97	 112 	 0,3 
08849	Usiacurí	08	Atlántico	7	5	48	 60 	 0,2 
11001	Bogotá, D.C.	11	Bogotá, D. C.	395	31,500	194,311	 226,206 	 100,0 
13001	Cartagena de Indias	13	Bolívar	14	7,821	13,246	 21,080 	 66,9 
13006	Achí	13	Bolívar	64	26	129	 219 	 0,7 
13030	Altos del Rosario	13	Bolívar	12	9	60	 81 	 0,3 
13042	Arenal	13	Bolívar	44	11	77	 131 	 0,4 
13052	Arjona	13	Bolívar	129	79	451	 658 	 2,1 
13062	Arroyohondo	13	Bolívar	9	8	49	 66 	 0,2 
13074	Barranco de Loba	13	Bolívar	16	13	84	 113 	 0,4 
13140	Calamar	13	Bolívar	17	21	139	 176 	 0,6 
13160	Cantagallo	13	Bolívar	452	15	98	 564 	 1,8 
13188	Cicuco	13	Bolívar	27	10	69	 107 	 0,3 
13212	Córdoba	13	Bolívar	22	12	69	 103 	 0,3 
13222	Clemencia	13	Bolívar	17	33	71	 121 	 0,4 
13244	El Carmen de Bolívar	13	Bolívar	132	74	414	 620 	 2,0 
13248	El Guamo	13	Bolívar	28	11	56	 95 	 0,3 
13268	El Peñón	13	Bolívar	25	9	43	 76 	 0,2 
13300	Hatillo de Loba	13	Bolívar	13	10	60	 82 	 0,3 
13430	Magangué	13	Bolívar	75	161	1,104	 1,339 	 4,3 
13433	Mahates	13	Bolívar	108	32	136	 277 	 0,9 
13440	Margarita	13	Bolívar	24	9	44	 77 	 0,2 
13442	María La Baja	13	Bolívar	77	51	307	 435 	 1,4 
13458	Montecristo	13	Bolívar	46	15	88	 149 	 0,5 
13468	Mompós	13	Bolívar	36	42	271	 349 	 1,1 
13473	Morales	13	Bolívar	49	21	114	 184 	 0,6 
13490	Norosí	13	Bolívar	108	4	23	 135 	 0,4 
13549	Pinillos	13	Bolívar	44	21	114	 179 	 0,6 
13580	Regidor	13	Bolívar	16	8	47	 71 	 0,2 
13600	Río Viejo	13	Bolívar	49	14	84	 147 	 0,5 
13620	San Cristóbal	13	Bolívar	4	5	31	 39 	 0,1 
13647	San Estanislao	13	Bolívar	21	15	89	 125 	 0,4 
13650	San Fernando	13	Bolívar	16	10	58	 84 	 0,3 
13654	San Jacinto	13	Bolívar	34	29	133	 196 	 0,6 
13655	San Jacinto del Cauca	13	Bolívar	33	13	62	 107 	 0,3 
13657	San Juan Nepomuceno	13	Bolívar	41	33	207	 281 	 0,9 
13667	San Martín de Loba	13	Bolívar	81	13	83	 177 	 0,6 
13670	San Pablo	13	Bolívar	67	70	228	 365 	 1,2 
13673	Santa Catalina	13	Bolívar	17	14	90	 121 	 0,4 
13683	Santa Rosa	13	Bolívar	15	19	126	 159 	 0,5 
13688	Santa Rosa del Sur	13	Bolívar	54	41	260	 356 	 1,1 
13744	Simití	13	Bolívar	145	24	127	 296 	 0,9 
13760	Soplaviento	13	Bolívar	2	6	46	 55 	 0,2 
13780	Talaigua Nuevo	13	Bolívar	30	13	74	 117 	 0,4 
13810	Tiquisio	13	Bolívar	56	15	101	 173 	 0,5 
13836	Turbaco	13	Bolívar	26	255	511	 792 	 2,5 
13838	Turbaná	13	Bolívar	26	16	79	 121 	 0,4 
13873	Villanueva	13	Bolívar	55	22	110	 187 	 0,6 
13894	Zambrano	13	Bolívar	21	13	72	 106 	 0,3 
15001	Tunja	15	Boyacá	95	516	3,017	 3,628 	 14,7 
15022	Almeida	15	Boyacá	6	2	10	 19 	 0,1 
15047	Aquitania	15	Boyacá	176	43	114	 332 	 1,3 
15051	Arcabuco	15	Boyacá	50	15	49	 113 	 0,5 
15087	Belén	15	Boyacá	29	13	52	 94 	 0,4 
15090	Berbeo	15	Boyacá	7	3	13	 23 	 0,1 
15092	Betéitiva	15	Boyacá	5	2	12	 18 	 0,1 
15097	Boavita	15	Boyacá	19	8	44	 71 	 0,3 
15104	Boyacá	15	Boyacá	18	45	69	 132 	 0,5 
15106	Briceño	15	Boyacá	17	5	19	 40 	 0,2 
15109	Buenavista	15	Boyacá	23	8	34	 66 	 0,3 
15114	Busbanzá	15	Boyacá	1	1	9	 11 	 0,0 
15131	Caldas	15	Boyacá	14	5	22	 42 	 0,2 
15135	Campohermoso	15	Boyacá	10	5	24	 39 	 0,2 
15162	Cerinza	15	Boyacá	4	4	24	 33 	 0,1 
15172	Chinavita	15	Boyacá	8	5	25	 37 	 0,2 
15176	Chiquinquirá	15	Boyacá	23	123	810	 956 	 3,9 
15180	Chiscas	15	Boyacá	10	5	24	 40 	 0,2 
15183	Chita	15	Boyacá	12	9	54	 75 	 0,3 
15185	Chitaraque	15	Boyacá	7	17	36	 60 	 0,2 
15187	Chivatá	15	Boyacá	6	5	34	 46 	 0,2 
15189	Ciénega	15	Boyacá	14	16	32	 62 	 0,2 
15204	Cómbita	15	Boyacá	26	20	110	 156 	 0,6 
15212	Coper	15	Boyacá	11	5	24	 41 	 0,2 
15215	Corrales	15	Boyacá	38	3	17	 59 	 0,2 
15218	Covarachía	15	Boyacá	15	5	17	 37 	 0,1 
15223	Cubará	15	Boyacá	6	8	50	 64 	 0,3 
15224	Cucaita	15	Boyacá	30	8	34	 72 	 0,3 
15226	Cuítiva	15	Boyacá	6	3	12	 22 	 0,1 
15232	Chíquiza	15	Boyacá	33	10	33	 75 	 0,3 
15236	Chivor	15	Boyacá	2	3	15	 20 	 0,1 
15238	Duitama	15	Boyacá	26	523	1,589	 2,137 	 8,6 
15244	El Cocuy	15	Boyacá	8	7	38	 53 	 0,2 
15248	El Espino	15	Boyacá	6	5	27	 38 	 0,2 
15272	Firavitoba	15	Boyacá	13	20	42	 75 	 0,3 
15276	Floresta	15	Boyacá	3	4	26	 33 	 0,1 
15293	Gachantivá	15	Boyacá	10	5	20	 34 	 0,1 
15296	Gámeza	15	Boyacá	19	6	30	 55 	 0,2 
15299	Garagoa	15	Boyacá	20	23	133	 176 	 0,7 
15317	Guacamayas	15	Boyacá	4	2	11	 17 	 0,1 
15322	Guateque	15	Boyacá	17	16	90	 124 	 0,5 
15325	Guayatá	15	Boyacá	23	8	31	 62 	 0,2 
15332	Güicán de la Sierra	15	Boyacá	3	8	40	 52 	 0,2 
15362	Iza	15	Boyacá	7	3	20	 30 	 0,1 
15367	Jenesano	15	Boyacá	47	17	66	 130 	 0,5 
15368	Jericó	15	Boyacá	17	5	26	 48 	 0,2 
15377	Labranzagrande	15	Boyacá	5	5	29	 39 	 0,2 
15380	La Capilla	15	Boyacá	21	6	17	 44 	 0,2 
15401	La Victoria	15	Boyacá	7	4	17	 28 	 0,1 
15403	La Uvita	15	Boyacá	16	3	19	 39 	 0,2 
15425	Macanal	15	Boyacá	13	7	34	 53 	 0,2 
15442	Maripí	15	Boyacá	17	11	54	 82 	 0,3 
15455	Miraflores	15	Boyacá	21	16	84	 120 	 0,5 
15464	Mongua	15	Boyacá	14	5	31	 50 	 0,2 
15466	Monguí	15	Boyacá	4	5	31	 41 	 0,2 
15469	Moniquirá	15	Boyacá	67	40	183	 290 	 1,2 
15476	Motavita	15	Boyacá	18	10	50	 77 	 0,3 
15480	Muzo	15	Boyacá	7	12	74	 93 	 0,4 
15491	Nobsa	15	Boyacá	26	1,068	293	 1,388 	 5,6 
15494	Nuevo Colón	15	Boyacá	45	13	44	 101 	 0,4 
15500	Oicatá	15	Boyacá	10	5	21	 37 	 0,1 
15507	Otanche	15	Boyacá	18	13	68	 98 	 0,4 
15511	Pachavita	15	Boyacá	24	6	17	 47 	 0,2 
15514	Páez	15	Boyacá	12	5	23	 41 	 0,2 
15516	Paipa	15	Boyacá	42	79	484	 604 	 2,4 
15518	Pajarito	15	Boyacá	6	3	14	 23 	 0,1 
15522	Panqueba	15	Boyacá	6	2	10	 19 	 0,1 
15531	Pauna	15	Boyacá	52	17	62	 131 	 0,5 
15533	Paya	15	Boyacá	4	3	14	 21 	 0,1 
15537	Paz de río	15	Boyacá	24	6	37	 68 	 0,3 
15542	Pesca	15	Boyacá	10	9	51	 70 	 0,3 
15550	Pisba	15	Boyacá	3	2	9	 13 	 0,1 
15572	Puerto Boyacá	15	Boyacá	1,761	86	501	 2,348 	 9,5 
15580	Quípama	15	Boyacá	27	11	50	 88 	 0,4 
15599	Ramiriquí	15	Boyacá	18	14	73	 105 	 0,4 
15600	Ráquira	15	Boyacá	71	16	83	 170 	 0,7 
15621	Rondón	15	Boyacá	11	4	18	 33 	 0,1 
15632	Saboyá	15	Boyacá	98	25	76	 199 	 0,8 
15638	Sáchica	15	Boyacá	63	13	29	 105 	 0,4 
15646	Samacá	15	Boyacá	156	39	170	 365 	 1,5 
15660	San Eduardo	15	Boyacá	7	3	13	 23 	 0,1 
15664	San José de Pare	15	Boyacá	8	7	40	 55 	 0,2 
15667	San Luis de Gaceno	15	Boyacá	21	8	36	 64 	 0,3 
15673	San Mateo	15	Boyacá	15	5	23	 42 	 0,2 
15676	San Miguel de Sema	15	Boyacá	7	6	33	 45 	 0,2 
15681	San Pablo de Borbur	15	Boyacá	10	11	63	 84 	 0,3 
15686	Santana	15	Boyacá	13	11	60	 83 	 0,3 
15690	Santa María	15	Boyacá	7	77	520	 603 	 2,4 
15693	Santa Rosa de Viterbo	15	Boyacá	6	15	92	 113 	 0,5 
15696	Santa Sofía	15	Boyacá	43	10	21	 74 	 0,3 
15720	Sativanorte	15	Boyacá	6	3	14	 23 	 0,1 
15723	Sativasur	15	Boyacá	21	1	8	 30 	 0,1 
15740	Siachoque	15	Boyacá	82	20	55	 157 	 0,6 
15753	Soatá	15	Boyacá	6	10	61	 77 	 0,3 
15755	Socotá	15	Boyacá	83	11	58	 151 	 0,6 
15757	Socha	15	Boyacá	77	10	64	 152 	 0,6 
15759	Sogamoso	15	Boyacá	59	1,132	1,661	 2,852 	 11,5 
15761	Somondoco	15	Boyacá	14	5	22	 41 	 0,2 
15762	Sora	15	Boyacá	11	4	17	 32 	 0,1 
15763	Sotaquirá	15	Boyacá	29	17	52	 97 	 0,4 
15764	Soracá	15	Boyacá	45	13	40	 98 	 0,4 
15774	Susacón	15	Boyacá	4	3	18	 25 	 0,1 
15776	Sutamarchán	15	Boyacá	52	14	45	 111 	 0,4 
15778	Sutatenza	15	Boyacá	29	8	26	 63 	 0,3 
15790	Tasco	15	Boyacá	34	6	40	 80 	 0,3 
15798	Tenza	15	Boyacá	33	10	30	 73 	 0,3 
15804	Tibaná	15	Boyacá	109	25	60	 194 	 0,8 
15806	Tibasosa	15	Boyacá	35	550	138	 723 	 2,9 
15808	Tinjacá	15	Boyacá	17	6	21	 44 	 0,2 
15810	Tipacoque	15	Boyacá	4	4	22	 30 	 0,1 
15814	Toca	15	Boyacá	64	20	75	 159 	 0,6 
15816	Togüí	15	Boyacá	1	5	34	 40 	 0,2 
15820	Tópaga	15	Boyacá	22	5	29	 55 	 0,2 
15822	Tota	15	Boyacá	20	8	36	 65 	 0,3 
15832	Tununguá	15	Boyacá	61	11	13	 85 	 0,3 
15835	Turmequé	15	Boyacá	40	12	42	 94 	 0,4 
15837	Tuta	15	Boyacá	31	520	132	 682 	 2,8 
15839	Tutazá	15	Boyacá	13	4	12	 29 	 0,1 
15842	Úmbita	15	Boyacá	27	13	60	 100 	 0,4 
15861	Ventaquemada	15	Boyacá	113	35	127	 275 	 1,1 
15407	Villa de Leyva	15	Boyacá	42	35	193	 270 	 1,1 
15879	Viracachá	15	Boyacá	11	5	20	 35 	 0,1 
15897	Zetaquira	15	Boyacá	16	7	31	 53 	 0,2 
17001	Manizales	17	Caldas	188	1,740	4,944	 6,873 	 47,8 
17013	Aguadas	17	Caldas	125	44	135	 305 	 2,1 
17042	Anserma	17	Caldas	133	35	231	 399 	 2,8 
17050	Aranzazu	17	Caldas	37	11	80	 128 	 0,9 
17088	Belalcázar	17	Caldas	109	17	77	 203 	 1,4 
17174	Chinchiná	17	Caldas	117	596	568	 1,281 	 8,9 
17272	Filadelfia	17	Caldas	27	13	64	 105 	 0,7 
17380	La Dorada	17	Caldas	23	114	977	 1,114 	 7,7 
17388	La Merced	17	Caldas	12	4	35	 51 	 0,4 
17433	Manzanares	17	Caldas	47	19	131	 197 	 1,4 
17442	Marmato	17	Caldas	188	6	65	 259 	 1,8 
17444	Marquetalia	17	Caldas	34	13	86	 133 	 0,9 
17446	Marulanda	17	Caldas	8	3	23	 33 	 0,2 
17486	Neira	17	Caldas	76	23	184	 283 	 2,0 
17495	Norcasia	17	Caldas	28	6	45	 79 	 0,5 
17513	Pácora	17	Caldas	132	20	78	 230 	 1,6 
17524	Palestina	17	Caldas	49	20	179	 249 	 1,7 
17541	Pensilvania	17	Caldas	33	22	147	 202 	 1,4 
17614	Riosucio	17	Caldas	44	54	358	 455 	 3,2 
17616	Risaralda	17	Caldas	117	16	70	 203 	 1,4 
17653	Salamina	17	Caldas	44	34	116	 194 	 1,3 
17662	Samaná	17	Caldas	45	20	149	 214 	 1,5 
17665	San José	17	Caldas	49	8	44	 102 	 0,7 
17777	Supía	17	Caldas	40	36	209	 285 	 2,0 
17867	Victoria	17	Caldas	29	8	57	 94 	 0,7 
17873	Villamaría	17	Caldas	78	53	418	 550 	 3,8 
17877	Viterbo	17	Caldas	51	13	87	 151 	 1,0 
18001	Florencia	18	Caquetá	42	294	1,595	 1,931 	 50,1 
18029	Albania	18	Caquetá	20	7	25	 52 	 1,4 
18094	Belén de los Andaquíes	18	Caquetá	11	8	48	 67 	 1,7 
18150	Cartagena del Chairá	18	Caquetá	113	29	98	 240 	 6,2 
18205	Curillo	18	Caquetá	9	8	48	 64 	 1,7 
18247	El Doncello	18	Caquetá	17	17	103	 137 	 3,6 
18256	El Paujíl	18	Caquetá	18	12	67	 96 	 2,5 
18410	La Montañita	18	Caquetá	11	10	64	 85 	 2,2 
18460	Milán	18	Caquetá	24	8	37	 69 	 1,8 
18479	Morelia	18	Caquetá	7	3	18	 28 	 0,7 
18592	Puerto Rico	18	Caquetá	45	69	134	 248 	 6,4 
18610	San José del Fragua	18	Caquetá	32	11	47	 90 	 2,3 
18753	San Vicente del Caguán	18	Caquetá	197	67	292	 556 	 14,4 
18756	Solano	18	Caquetá	11	9	60	 80 	 2,1 
18785	Solita	18	Caquetá	11	6	30	 47 	 1,2 
18860	Valparaíso	18	Caquetá	15	9	42	 66 	 1,7 
19001	Popayán	19	Cauca	37	711	3,700	 4,447 	 28,1 
19022	Almaguer	19	Cauca	13	11	76	 101 	 0,6 
19050	Argelia	19	Cauca	14	13	95	 123 	 0,8 
19075	Balboa	19	Cauca	52	25	131	 207 	 1,3 
19100	Bolívar	19	Cauca	33	27	178	 238 	 1,5 
19110	Buenos Aires	19	Cauca	118	28	166	 312 	 2,0 
19130	Cajibío	19	Cauca	60	35	155	 250 	 1,6 
19137	Caldono	19	Cauca	66	26	134	 225 	 1,4 
19142	Caloto	19	Cauca	209	1,395	174	 1,778 	 11,2 
19212	Corinto	19	Cauca	59	30	155	 244 	 1,5 
19256	El Tambo	19	Cauca	252	53	194	 500 	 3,2 
19290	Florencia	19	Cauca	9	5	25	 39 	 0,2 
19300	Guachené	19	Cauca	63	20	102	 185 	 1,2 
19318	Guapí	19	Cauca	9	18	138	 165 	 1,0 
19355	Inzá	19	Cauca	38	18	114	 170 	 1,1 
19364	Jambaló	19	Cauca	11	10	73	 94 	 0,6 
19392	La Sierra	19	Cauca	21	8	42	 71 	 0,4 
19397	La Vega	19	Cauca	29	21	140	 189 	 1,2 
19418	López de Micay	19	Cauca	41	8	66	 115 	 0,7 
19450	Mercaderes	19	Cauca	23	15	90	 128 	 0,8 
19455	Miranda	19	Cauca	74	451	253	 779 	 4,9 
19473	Morales	19	Cauca	65	26	126	 217 	 1,4 
19513	Padilla	19	Cauca	55	14	58	 127 	 0,8 
19517	Páez	19	Cauca	61	26	149	 236 	 1,5 
19532	Patía	19	Cauca	45	30	184	 260 	 1,6 
19533	Piamonte	19	Cauca	50	5	28	 82 	 0,5 
19548	Piendamó - Tunía	19	Cauca	69	47	247	 363 	 2,3 
19573	Puerto Tejada	19	Cauca	84	283	287	 654 	 4,1 
19585	Puracé	19	Cauca	27	12	68	 107 	 0,7 
19622	Rosas	19	Cauca	17	9	57	 83 	 0,5 
19693	San Sebastián	19	Cauca	9	7	52	 68 	 0,4 
19698	Santander de Quilichao	19	Cauca	277	697	663	 1,636 	 10,3 
19701	Santa Rosa	19	Cauca	4	4	32	 40 	 0,3 
19743	Silvia	19	Cauca	13	25	149	 187 	 1,2 
19760	Sotara	19	Cauca	16	9	57	 82 	 0,5 
19780	Suárez	19	Cauca	50	20	141	 211 	 1,3 
19785	Sucre	19	Cauca	16	6	32	 54 	 0,3 
19807	Timbío	19	Cauca	64	34	172	 269 	 1,7 
19809	Timbiquí	19	Cauca	27	9	77	 113 	 0,7 
19821	Toribío	19	Cauca	15	23	133	 171 	 1,1 
19824	Totoró	19	Cauca	29	15	89	 133 	 0,8 
19845	Villa Rica	19	Cauca	73	186	106	 366 	 2,3 
20001	Valledupar	20	Cesar	159	575	4,533	 5,267 	 25,5 
20011	Aguachica	20	Cesar	91	136	583	 810 	 3,9 
20013	Agustín Codazzi	20	Cesar	1,575	199	317	 2,091 	 10,1 
20032	Astrea	20	Cesar	33	12	105	 150 	 0,7 
20045	Becerril	20	Cesar	2,861	15	100	 2,976 	 14,4 
20060	Bosconia	20	Cesar	41	23	217	 281 	 1,4 
20175	Chimichagua	20	Cesar	68	19	137	 223 	 1,1 
20178	Chiriguaná	20	Cesar	46	16	131	 193 	 0,9 
20228	Curumaní	20	Cesar	52	18	145	 215 	 1,0 
